userId	geneSymbol	geneName	entrezgene	gLink
Naglu	Naglu	alpha-N-acetylglucosaminidase (Sanfilippo disease IIIB)	27419	https://www.ncbi.nlm.nih.gov/gene/?term=27419
Coasy	Coasy	Coenzyme A synthase	71743	https://www.ncbi.nlm.nih.gov/gene/?term=71743
Nfix	Nfix	nuclear factor I/X	18032	https://www.ncbi.nlm.nih.gov/gene/?term=18032
Tmem25	Tmem25	transmembrane protein 25	71687	https://www.ncbi.nlm.nih.gov/gene/?term=71687
Bbc3	Bbc3	BCL2 binding component 3	170770	https://www.ncbi.nlm.nih.gov/gene/?term=170770
Angptl4	Angptl4	angiopoietin-like 4	57875	https://www.ncbi.nlm.nih.gov/gene/?term=57875
Daxx	Daxx	Fas death domain-associated protein	13163	https://www.ncbi.nlm.nih.gov/gene/?term=13163
Snrpd1	Snrpd1	small nuclear ribonucleoprotein D1	20641	https://www.ncbi.nlm.nih.gov/gene/?term=20641
Rpl3l	Rpl3l	ribosomal protein L3-like	66211	https://www.ncbi.nlm.nih.gov/gene/?term=66211
Pon1	Pon1	paraoxonase 1	18979	https://www.ncbi.nlm.nih.gov/gene/?term=18979
Arrdc2	Arrdc2	arrestin domain containing 2	70807	https://www.ncbi.nlm.nih.gov/gene/?term=70807
Pnkp	Pnkp	polynucleotide kinase 3'- phosphatase	59047	https://www.ncbi.nlm.nih.gov/gene/?term=59047
Apoe	Apoe	apolipoprotein E	11816	https://www.ncbi.nlm.nih.gov/gene/?term=11816
Apoc2	Apoc2	apolipoprotein C-II	11813	https://www.ncbi.nlm.nih.gov/gene/?term=11813
Fam32a	Fam32a	family with sequence similarity 32, member A	67922	https://www.ncbi.nlm.nih.gov/gene/?term=67922
Stk11	Stk11	serine/threonine kinase 11	20869	https://www.ncbi.nlm.nih.gov/gene/?term=20869
Cdk12	Cdk12	cyclin-dependent kinase 12	69131	https://www.ncbi.nlm.nih.gov/gene/?term=69131
Btbd2	Btbd2	BTB (POZ) domain containing 2	208198	https://www.ncbi.nlm.nih.gov/gene/?term=208198
Abhd17a	Abhd17a	abhydrolase domain containing 17A	216169	https://www.ncbi.nlm.nih.gov/gene/?term=216169
Nosip	Nosip	nitric oxide synthase interacting protein	66394	https://www.ncbi.nlm.nih.gov/gene/?term=66394
Pih1d1	Pih1d1	PIH1 domain containing 1	68845	https://www.ncbi.nlm.nih.gov/gene/?term=68845
Rps11	Rps11	ribosomal protein S11	27207	https://www.ncbi.nlm.nih.gov/gene/?term=27207
Paf1	Paf1	Paf1, RNA polymerase II complex component	54624	https://www.ncbi.nlm.nih.gov/gene/?term=54624
Insig2	Insig2	insulin induced gene 2	72999	https://www.ncbi.nlm.nih.gov/gene/?term=72999
Itpkc	Itpkc	inositol 1,4,5-trisphosphate 3-kinase C	233011	https://www.ncbi.nlm.nih.gov/gene/?term=233011
Coq8b	Coq8b	coenzyme Q8B	76889	https://www.ncbi.nlm.nih.gov/gene/?term=76889
Nob1	Nob1	NIN1/RPN12 binding protein 1 homolog	67619	https://www.ncbi.nlm.nih.gov/gene/?term=67619
Stat5a	Stat5a	signal transducer and activator of transcription 5A	20850	https://www.ncbi.nlm.nih.gov/gene/?term=20850
Akt2	Akt2	thymoma viral proto-oncogene 2	11652	https://www.ncbi.nlm.nih.gov/gene/?term=11652
Map3k20	Map3k20	mitogen-activated protein kinase kinase kinase 20	65964	https://www.ncbi.nlm.nih.gov/gene/?term=65964
Trmt10a	Trmt10a	tRNA methyltransferase 10A	108943	https://www.ncbi.nlm.nih.gov/gene/?term=108943
Kifc2	Kifc2	kinesin family member C2	16581	https://www.ncbi.nlm.nih.gov/gene/?term=16581
Atn1	Atn1	atrophin 1	13498	https://www.ncbi.nlm.nih.gov/gene/?term=13498
Clcn3	Clcn3	chloride channel, voltage-sensitive 3	12725	https://www.ncbi.nlm.nih.gov/gene/?term=12725
Ppp1cc	Ppp1cc	protein phosphatase 1 catalytic subunit gamma	19047	https://www.ncbi.nlm.nih.gov/gene/?term=19047
Zfp324	Zfp324	zinc finger protein 324	243834	https://www.ncbi.nlm.nih.gov/gene/?term=243834
Ndrg2	Ndrg2	N-myc downstream regulated gene 2	29811	https://www.ncbi.nlm.nih.gov/gene/?term=29811
Slbp	Slbp	stem-loop binding protein	20492	https://www.ncbi.nlm.nih.gov/gene/?term=20492
Dgkq	Dgkq	diacylglycerol kinase, theta	110524	https://www.ncbi.nlm.nih.gov/gene/?term=110524
Pias4	Pias4	protein inhibitor of activated STAT 4	59004	https://www.ncbi.nlm.nih.gov/gene/?term=59004
Mri1	Mri1	methylthioribose-1-phosphate isomerase 1	67873	https://www.ncbi.nlm.nih.gov/gene/?term=67873
Jkamp	Jkamp	JNK1/MAPK8-associated membrane protein	104771	https://www.ncbi.nlm.nih.gov/gene/?term=104771
Slc2a9	Slc2a9	solute carrier family 2 (facilitated glucose transporter), member 9	117591	https://www.ncbi.nlm.nih.gov/gene/?term=117591
Wdr83	Wdr83	WD repeat domain containing 83	67836	https://www.ncbi.nlm.nih.gov/gene/?term=67836
Prdx2	Prdx2	peroxiredoxin 2	21672	https://www.ncbi.nlm.nih.gov/gene/?term=21672
Polr2a	Polr2a	polymerase (RNA) II (DNA directed) polypeptide A	20020	https://www.ncbi.nlm.nih.gov/gene/?term=20020
Txn2	Txn2	thioredoxin 2	56551	https://www.ncbi.nlm.nih.gov/gene/?term=56551
Fbxo11	Fbxo11	F-box protein 11	225055	https://www.ncbi.nlm.nih.gov/gene/?term=225055
Cic	Cic	capicua transcriptional repressor	71722	https://www.ncbi.nlm.nih.gov/gene/?term=71722
Kbtbd4	Kbtbd4	kelch repeat and BTB (POZ) domain containing 4	67136	https://www.ncbi.nlm.nih.gov/gene/?term=67136
Celf1	Celf1	CUGBP, Elav-like family member 1	13046	https://www.ncbi.nlm.nih.gov/gene/?term=13046
Ndufs3	Ndufs3	NADH:ubiquinone oxidoreductase core subunit S3	68349	https://www.ncbi.nlm.nih.gov/gene/?term=68349
Por	Por	P450 (cytochrome) oxidoreductase	18984	https://www.ncbi.nlm.nih.gov/gene/?term=18984
Trim28	Trim28	tripartite motif-containing 28	21849	https://www.ncbi.nlm.nih.gov/gene/?term=21849
Ube2m	Ube2m	ubiquitin-conjugating enzyme E2M	22192	https://www.ncbi.nlm.nih.gov/gene/?term=22192
Tomm40l	Tomm40l	translocase of outer mitochondrial membrane 40-like	641376	https://www.ncbi.nlm.nih.gov/gene/?term=641376
Nr1i3	Nr1i3	nuclear receptor subfamily 1, group I, member 3	12355	https://www.ncbi.nlm.nih.gov/gene/?term=12355
Apoa2	Apoa2	apolipoprotein A-II	11807	https://www.ncbi.nlm.nih.gov/gene/?term=11807
Rfx5	Rfx5	regulatory factor X, 5 (influences HLA class II expression)	53970	https://www.ncbi.nlm.nih.gov/gene/?term=53970
Gata6	Gata6	GATA binding protein 6	14465	https://www.ncbi.nlm.nih.gov/gene/?term=14465
Ctns	Ctns	cystinosis, nephropathic	83429	https://www.ncbi.nlm.nih.gov/gene/?term=83429
Shpk	Shpk	sedoheptulokinase	74637	https://www.ncbi.nlm.nih.gov/gene/?term=74637
Atp5g1	Atp5g1	ATP synthase, H+ transporting, mitochondrial F0 complex, subunit C1 (subunit 9)	11951	https://www.ncbi.nlm.nih.gov/gene/?term=11951
Rps9	Rps9	ribosomal protein S9	76846	https://www.ncbi.nlm.nih.gov/gene/?term=76846
Rnf114	Rnf114	ring finger protein 114	81018	https://www.ncbi.nlm.nih.gov/gene/?term=81018
Epha2	Epha2	Eph receptor A2	13836	https://www.ncbi.nlm.nih.gov/gene/?term=13836
Ndor1	Ndor1	NADPH dependent diflavin oxidoreductase 1	78797	https://www.ncbi.nlm.nih.gov/gene/?term=78797
Ptbp1	Ptbp1	polypyrimidine tract binding protein 1	19205	https://www.ncbi.nlm.nih.gov/gene/?term=19205
Itih1	Itih1	inter-alpha trypsin inhibitor, heavy chain 1	16424	https://www.ncbi.nlm.nih.gov/gene/?term=16424
Rundc3a	Rundc3a	RUN domain containing 3A	51799	https://www.ncbi.nlm.nih.gov/gene/?term=51799
Usp19	Usp19	ubiquitin specific peptidase 19	71472	https://www.ncbi.nlm.nih.gov/gene/?term=71472
B4galnt1	B4galnt1	beta-1,4-N-acetyl-galactosaminyl transferase 1	14421	https://www.ncbi.nlm.nih.gov/gene/?term=14421
Tmco6	Tmco6	transmembrane and coiled-coil domains 6	71983	https://www.ncbi.nlm.nih.gov/gene/?term=71983
Chrd	Chrd	chordin	12667	https://www.ncbi.nlm.nih.gov/gene/?term=12667
Hspa1l	Hspa1l	heat shock protein 1-like	15482	https://www.ncbi.nlm.nih.gov/gene/?term=15482
Lsm2	Lsm2	LSM2 homolog, U6 small nuclear RNA and mRNA degradation associated	27756	https://www.ncbi.nlm.nih.gov/gene/?term=27756
Lrrc8a	Lrrc8a	leucine rich repeat containing 8A	241296	https://www.ncbi.nlm.nih.gov/gene/?term=241296
Bcl2l1	Bcl2l1	BCL2-like 1	12048	https://www.ncbi.nlm.nih.gov/gene/?term=12048
Cct4	Cct4	chaperonin containing Tcp1, subunit 4 (delta)	12464	https://www.ncbi.nlm.nih.gov/gene/?term=12464
Rhoa	Rhoa	ras homolog family member A	11848	https://www.ncbi.nlm.nih.gov/gene/?term=11848
Zmiz1	Zmiz1	zinc finger, MIZ-type containing 1	328365	https://www.ncbi.nlm.nih.gov/gene/?term=328365
Aldh16a1	Aldh16a1	aldehyde dehydrogenase 16 family, member A1	69748	https://www.ncbi.nlm.nih.gov/gene/?term=69748
Prrg2	Prrg2	proline-rich Gla (G-carboxyglutamic acid) polypeptide 2	65116	https://www.ncbi.nlm.nih.gov/gene/?term=65116
Arid1a	Arid1a	AT rich interactive domain 1A (SWI-like)	93760	https://www.ncbi.nlm.nih.gov/gene/?term=93760
Fbxw9	Fbxw9	F-box and WD-40 domain protein 9	68628	https://www.ncbi.nlm.nih.gov/gene/?term=68628
Sertad1	Sertad1	SERTA domain containing 1	55942	https://www.ncbi.nlm.nih.gov/gene/?term=55942
Mgst1	Mgst1	microsomal glutathione S-transferase 1	56615	https://www.ncbi.nlm.nih.gov/gene/?term=56615
Rpl10	Rpl10	ribosomal protein L10	110954	https://www.ncbi.nlm.nih.gov/gene/?term=110954
Tppp2	Tppp2	tubulin polymerization-promoting protein family member 2	219038	https://www.ncbi.nlm.nih.gov/gene/?term=219038
Ewsr1	Ewsr1	Ewing sarcoma breakpoint region 1	14030	https://www.ncbi.nlm.nih.gov/gene/?term=14030
Derl3	Derl3	Der1-like domain family, member 3	70377	https://www.ncbi.nlm.nih.gov/gene/?term=70377
Rarres2	Rarres2	retinoic acid receptor responder (tazarotene induced) 2	71660	https://www.ncbi.nlm.nih.gov/gene/?term=71660
Ube2g2	Ube2g2	ubiquitin-conjugating enzyme E2G 2	22213	https://www.ncbi.nlm.nih.gov/gene/?term=22213
Slc16a12	Slc16a12	solute carrier family 16 (monocarboxylic acid transporters), member 12	240638	https://www.ncbi.nlm.nih.gov/gene/?term=240638
6330409D20Rik	6330409D20Rik	RIKEN cDNA 6330409D20 gene	70730	https://www.ncbi.nlm.nih.gov/gene/?term=70730
Cdk9	Cdk9	cyclin-dependent kinase 9 (CDC2-related kinase)	107951	https://www.ncbi.nlm.nih.gov/gene/?term=107951
Tor2a	Tor2a	torsin family 2, member A	30933	https://www.ncbi.nlm.nih.gov/gene/?term=30933
Fpgs	Fpgs	folylpolyglutamyl synthetase	14287	https://www.ncbi.nlm.nih.gov/gene/?term=14287
G0s2	G0s2	G0/G1 switch gene 2	14373	https://www.ncbi.nlm.nih.gov/gene/?term=14373
Fxyd5	Fxyd5	FXYD domain-containing ion transport regulator 5	18301	https://www.ncbi.nlm.nih.gov/gene/?term=18301
Sdhb	Sdhb	succinate dehydrogenase complex, subunit B, iron sulfur (Ip)	67680	https://www.ncbi.nlm.nih.gov/gene/?term=67680
Rps25	Rps25	ribosomal protein S25	75617	https://www.ncbi.nlm.nih.gov/gene/?term=75617
Zmynd10	Zmynd10	zinc finger, MYND domain containing 10	114602	https://www.ncbi.nlm.nih.gov/gene/?term=114602
Tmem115	Tmem115	transmembrane protein 115	56395	https://www.ncbi.nlm.nih.gov/gene/?term=56395
Hyal2	Hyal2	hyaluronoglucosaminidase 2	15587	https://www.ncbi.nlm.nih.gov/gene/?term=15587
Ifrd2	Ifrd2	interferon-related developmental regulator 2	15983	https://www.ncbi.nlm.nih.gov/gene/?term=15983
Hyal1	Hyal1	hyaluronoglucosaminidase 1	15586	https://www.ncbi.nlm.nih.gov/gene/?term=15586
Tusc2	Tusc2	tumor suppressor 2, mitochondrial calcium regulator	80385	https://www.ncbi.nlm.nih.gov/gene/?term=80385
Nprl2	Nprl2	NPR2 like, GATOR1 complex subunit	56032	https://www.ncbi.nlm.nih.gov/gene/?term=56032
Slc38a3	Slc38a3	solute carrier family 38, member 3	76257	https://www.ncbi.nlm.nih.gov/gene/?term=76257
Rassf1	Rassf1	Ras association (RalGDS/AF-6) domain family member 1	56289	https://www.ncbi.nlm.nih.gov/gene/?term=56289
Optc	Optc	opticin	269120	https://www.ncbi.nlm.nih.gov/gene/?term=269120
Rbm25	Rbm25	RNA binding motif protein 25	67039	https://www.ncbi.nlm.nih.gov/gene/?term=67039
Akt1s1	Akt1s1	AKT1 substrate 1 (proline-rich)	67605	https://www.ncbi.nlm.nih.gov/gene/?term=67605
Dhdh	Dhdh	dihydrodiol dehydrogenase (dimeric)	71755	https://www.ncbi.nlm.nih.gov/gene/?term=71755
Evi5	Evi5	ecotropic viral integration site 5	14020	https://www.ncbi.nlm.nih.gov/gene/?term=14020
Med16	Med16	mediator complex subunit 16	216154	https://www.ncbi.nlm.nih.gov/gene/?term=216154
St3gal1	St3gal1	ST3 beta-galactoside alpha-2,3-sialyltransferase 1	20442	https://www.ncbi.nlm.nih.gov/gene/?term=20442
Pigl	Pigl	phosphatidylinositol glycan anchor biosynthesis, class L	327942	https://www.ncbi.nlm.nih.gov/gene/?term=327942
Ndufa2	Ndufa2	NADH:ubiquinone oxidoreductase subunit A2	17991	https://www.ncbi.nlm.nih.gov/gene/?term=17991
Ube2z	Ube2z	ubiquitin-conjugating enzyme E2Z	268470	https://www.ncbi.nlm.nih.gov/gene/?term=268470
Slc25a11	Slc25a11	solute carrier family 25 (mitochondrial carrier oxoglutarate carrier), member 11	67863	https://www.ncbi.nlm.nih.gov/gene/?term=67863
Adamts13	Adamts13	a disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 13	279028	https://www.ncbi.nlm.nih.gov/gene/?term=279028
Surf2	Surf2	surfeit gene 2	20931	https://www.ncbi.nlm.nih.gov/gene/?term=20931
Ube2i	Ube2i	ubiquitin-conjugating enzyme E2I	22196	https://www.ncbi.nlm.nih.gov/gene/?term=22196
Hmgb3	Hmgb3	high mobility group box 3	15354	https://www.ncbi.nlm.nih.gov/gene/?term=15354
Gadd45b	Gadd45b	growth arrest and DNA-damage-inducible 45 beta	17873	https://www.ncbi.nlm.nih.gov/gene/?term=17873
Clpx	Clpx	caseinolytic mitochondrial matrix peptidase chaperone subunit	270166	https://www.ncbi.nlm.nih.gov/gene/?term=270166
Ager	Ager	advanced glycosylation end product-specific receptor	11596	https://www.ncbi.nlm.nih.gov/gene/?term=11596
Atf6b	Atf6b	activating transcription factor 6 beta	12915	https://www.ncbi.nlm.nih.gov/gene/?term=12915
Ppt2	Ppt2	palmitoyl-protein thioesterase 2	54397	https://www.ncbi.nlm.nih.gov/gene/?term=54397
Prrt1	Prrt1	proline-rich transmembrane protein 1	260297	https://www.ncbi.nlm.nih.gov/gene/?term=260297
Rnf5	Rnf5	ring finger protein 5	54197	https://www.ncbi.nlm.nih.gov/gene/?term=54197
Hivep2	Hivep2	human immunodeficiency virus type I enhancer binding protein 2	15273	https://www.ncbi.nlm.nih.gov/gene/?term=15273
Prune1	Prune1	prune exopolyphosphatase	229589	https://www.ncbi.nlm.nih.gov/gene/?term=229589
Med22	Med22	mediator complex subunit 22	20933	https://www.ncbi.nlm.nih.gov/gene/?term=20933
Surf1	Surf1	surfeit gene 1	20930	https://www.ncbi.nlm.nih.gov/gene/?term=20930
Qdpr	Qdpr	quinoid dihydropteridine reductase	110391	https://www.ncbi.nlm.nih.gov/gene/?term=110391
Sqstm1	Sqstm1	sequestosome 1	18412	https://www.ncbi.nlm.nih.gov/gene/?term=18412
Rxra	Rxra	retinoid X receptor alpha	20181	https://www.ncbi.nlm.nih.gov/gene/?term=20181
Bola1	Bola1	bolA-like 1 (E. coli)	69168	https://www.ncbi.nlm.nih.gov/gene/?term=69168
Hsd11b1	Hsd11b1	hydroxysteroid 11-beta dehydrogenase 1	15483	https://www.ncbi.nlm.nih.gov/gene/?term=15483
Mtif3	Mtif3	mitochondrial translational initiation factor 3	76366	https://www.ncbi.nlm.nih.gov/gene/?term=76366
Lamp2	Lamp2	lysosomal-associated membrane protein 2	16784	https://www.ncbi.nlm.nih.gov/gene/?term=16784
H3f3b	H3f3b	H3 histone, family 3B	15081	https://www.ncbi.nlm.nih.gov/gene/?term=15081
Kctd2	Kctd2	potassium channel tetramerisation domain containing 2	70382	https://www.ncbi.nlm.nih.gov/gene/?term=70382
Tmprss6	Tmprss6	transmembrane serine protease 6	71753	https://www.ncbi.nlm.nih.gov/gene/?term=71753
Sdc4	Sdc4	syndecan 4	20971	https://www.ncbi.nlm.nih.gov/gene/?term=20971
Nbr1	Nbr1	NBR1, autophagy cargo receptor	17966	https://www.ncbi.nlm.nih.gov/gene/?term=17966
Brca1	Brca1	breast cancer 1, early onset	12189	https://www.ncbi.nlm.nih.gov/gene/?term=12189
Rpl19	Rpl19	ribosomal protein L19	19921	https://www.ncbi.nlm.nih.gov/gene/?term=19921
Igfbp4	Igfbp4	insulin-like growth factor binding protein 4	16010	https://www.ncbi.nlm.nih.gov/gene/?term=16010
Pltp	Pltp	phospholipid transfer protein	18830	https://www.ncbi.nlm.nih.gov/gene/?term=18830
Mlx	Mlx	MAX-like protein X	21428	https://www.ncbi.nlm.nih.gov/gene/?term=21428
Retreg3	Retreg3	reticulophagy regulator family member 3	67998	https://www.ncbi.nlm.nih.gov/gene/?term=67998
Hnf4a	Hnf4a	hepatic nuclear factor 4, alpha	15378	https://www.ncbi.nlm.nih.gov/gene/?term=15378
Ddx27	Ddx27	DEAD (Asp-Glu-Ala-Asp) box polypeptide 27	228889	https://www.ncbi.nlm.nih.gov/gene/?term=228889
Med1	Med1	mediator complex subunit 1	19014	https://www.ncbi.nlm.nih.gov/gene/?term=19014
Erbb3	Erbb3	erb-b2 receptor tyrosine kinase 3	13867	https://www.ncbi.nlm.nih.gov/gene/?term=13867
Spag7	Spag7	sperm associated antigen 7	216873	https://www.ncbi.nlm.nih.gov/gene/?term=216873
Pfn1	Pfn1	profilin 1	18643	https://www.ncbi.nlm.nih.gov/gene/?term=18643
Smurf2	Smurf2	SMAD specific E3 ubiquitin protein ligase 2	66313	https://www.ncbi.nlm.nih.gov/gene/?term=66313
Cep95	Cep95	centrosomal protein 95	320162	https://www.ncbi.nlm.nih.gov/gene/?term=320162
Mtmr4	Mtmr4	myotubularin related protein 4	170749	https://www.ncbi.nlm.nih.gov/gene/?term=170749
Ncor1	Ncor1	nuclear receptor co-repressor 1	20185	https://www.ncbi.nlm.nih.gov/gene/?term=20185
Ctdnep1	Ctdnep1	CTD nuclear envelope phosphatase 1	67181	https://www.ncbi.nlm.nih.gov/gene/?term=67181
Elp5	Elp5	elongator acetyltransferase complex subunit 5	54351	https://www.ncbi.nlm.nih.gov/gene/?term=54351
Gabarap	Gabarap	gamma-aminobutyric acid receptor associated protein	56486	https://www.ncbi.nlm.nih.gov/gene/?term=56486
Phf23	Phf23	PHD finger protein 23	78246	https://www.ncbi.nlm.nih.gov/gene/?term=78246
Pnpo	Pnpo	pyridoxine 5'-phosphate oxidase	103711	https://www.ncbi.nlm.nih.gov/gene/?term=103711
Slc25a39	Slc25a39	solute carrier family 25, member 39	68066	https://www.ncbi.nlm.nih.gov/gene/?term=68066
Pex12	Pex12	peroxisomal biogenesis factor 12	103737	https://www.ncbi.nlm.nih.gov/gene/?term=103737
Zbtb4	Zbtb4	zinc finger and BTB domain containing 4	75580	https://www.ncbi.nlm.nih.gov/gene/?term=75580
Fxr2	Fxr2	fragile X mental retardation, autosomal homolog 2	23879	https://www.ncbi.nlm.nih.gov/gene/?term=23879
Slc35g3	Slc35g3	solute carrier family 35, member G3	56293	https://www.ncbi.nlm.nih.gov/gene/?term=56293
Mrpl58	Mrpl58	mitochondrial ribosomal protein L58	68572	https://www.ncbi.nlm.nih.gov/gene/?term=68572
Cxcl16	Cxcl16	chemokine (C-X-C motif) ligand 16	66102	https://www.ncbi.nlm.nih.gov/gene/?term=66102
Med11	Med11	mediator complex subunit 11	66172	https://www.ncbi.nlm.nih.gov/gene/?term=66172
Map2k3	Map2k3	mitogen-activated protein kinase kinase 3	26397	https://www.ncbi.nlm.nih.gov/gene/?term=26397
Mfsd3	Mfsd3	major facilitator superfamily domain containing 3	69572	https://www.ncbi.nlm.nih.gov/gene/?term=69572
Slc25a22	Slc25a22	solute carrier family 25 (mitochondrial carrier, glutamate), member 22	68267	https://www.ncbi.nlm.nih.gov/gene/?term=68267
Dnase1l1	Dnase1l1	deoxyribonuclease 1-like 1	69537	https://www.ncbi.nlm.nih.gov/gene/?term=69537
Tmem129	Tmem129	transmembrane protein 129	68366	https://www.ncbi.nlm.nih.gov/gene/?term=68366
Hsd17b1	Hsd17b1	hydroxysteroid (17-beta) dehydrogenase 1	15485	https://www.ncbi.nlm.nih.gov/gene/?term=15485
Psmc3ip	Psmc3ip	proteasome (prosome, macropain) 26S subunit, ATPase 3, interacting protein	19183	https://www.ncbi.nlm.nih.gov/gene/?term=19183
Noxo1	Noxo1	NADPH oxidase organizer 1	71893	https://www.ncbi.nlm.nih.gov/gene/?term=71893
Cops3	Cops3	COP9 signalosome subunit 3	26572	https://www.ncbi.nlm.nih.gov/gene/?term=26572
Fkbp8	Fkbp8	FK506 binding protein 8	14232	https://www.ncbi.nlm.nih.gov/gene/?term=14232
Ddx39b	Ddx39b	DEAD (Asp-Glu-Ala-Asp) box polypeptide 39B	53817	https://www.ncbi.nlm.nih.gov/gene/?term=53817
Rab4a	Rab4a	RAB4A, member RAS oncogene family	19341	https://www.ncbi.nlm.nih.gov/gene/?term=19341
L3hypdh	L3hypdh	L-3-hydroxyproline dehydratase (trans-)	67217	https://www.ncbi.nlm.nih.gov/gene/?term=67217
Syne4	Syne4	spectrin repeat containing, nuclear envelope family member 4	233066	https://www.ncbi.nlm.nih.gov/gene/?term=233066
Slc16a10	Slc16a10	solute carrier family 16 (monocarboxylic acid transporters), member 10	72472	https://www.ncbi.nlm.nih.gov/gene/?term=72472
Rhobtb1	Rhobtb1	Rho-related BTB domain containing 1	69288	https://www.ncbi.nlm.nih.gov/gene/?term=69288
Arid5b	Arid5b	AT rich interactive domain 5B (MRF1-like)	71371	https://www.ncbi.nlm.nih.gov/gene/?term=71371
Actr6	Actr6	ARP6 actin-related protein 6	67019	https://www.ncbi.nlm.nih.gov/gene/?term=67019
Uhrf1bp1l	Uhrf1bp1l	UHRF1 (ICBP90) binding protein 1-like	75089	https://www.ncbi.nlm.nih.gov/gene/?term=75089
Dusp6	Dusp6	dual specificity phosphatase 6	67603	https://www.ncbi.nlm.nih.gov/gene/?term=67603
Pah	Pah	phenylalanine hydroxylase	18478	https://www.ncbi.nlm.nih.gov/gene/?term=18478
Dnajb12	Dnajb12	DnaJ heat shock protein family (Hsp40) member B12	56709	https://www.ncbi.nlm.nih.gov/gene/?term=56709
Pcsk4	Pcsk4	proprotein convertase subtilisin/kexin type 4	18551	https://www.ncbi.nlm.nih.gov/gene/?term=18551
Apc2	Apc2	adenomatosis polyposis coli 2	23805	https://www.ncbi.nlm.nih.gov/gene/?term=23805
Thap2	Thap2	THAP domain containing, apoptosis associated protein 2	66816	https://www.ncbi.nlm.nih.gov/gene/?term=66816
Gamt	Gamt	guanidinoacetate methyltransferase	14431	https://www.ncbi.nlm.nih.gov/gene/?term=14431
Ndufs7	Ndufs7	NADH:ubiquinone oxidoreductase core subunit S7	75406	https://www.ncbi.nlm.nih.gov/gene/?term=75406
Rab36	Rab36	RAB36, member RAS oncogene family	76877	https://www.ncbi.nlm.nih.gov/gene/?term=76877
Mdm2	Mdm2	transformed mouse 3T3 cell double minute 2	17246	https://www.ncbi.nlm.nih.gov/gene/?term=17246
Mknk2	Mknk2	MAP kinase-interacting serine/threonine kinase 2	17347	https://www.ncbi.nlm.nih.gov/gene/?term=17347
Ap3d1	Ap3d1	adaptor-related protein complex 3, delta 1 subunit	11776	https://www.ncbi.nlm.nih.gov/gene/?term=11776
Sf3a2	Sf3a2	splicing factor 3a, subunit 2	20222	https://www.ncbi.nlm.nih.gov/gene/?term=20222
Jsrp1	Jsrp1	junctional sarcoplasmic reticulum protein 1	71912	https://www.ncbi.nlm.nih.gov/gene/?term=71912
Timm13	Timm13	translocase of inner mitochondrial membrane 13	30055	https://www.ncbi.nlm.nih.gov/gene/?term=30055
Wdr82	Wdr82	WD repeat domain containing 82	77305	https://www.ncbi.nlm.nih.gov/gene/?term=77305
Glyctk	Glyctk	glycerate kinase	235582	https://www.ncbi.nlm.nih.gov/gene/?term=235582
Sumo3	Sumo3	small ubiquitin-like modifier 3	20610	https://www.ncbi.nlm.nih.gov/gene/?term=20610
Hint1	Hint1	histidine triad nucleotide binding protein 1	15254	https://www.ncbi.nlm.nih.gov/gene/?term=15254
Lyrm7	Lyrm7	LYR motif containing 7	75530	https://www.ncbi.nlm.nih.gov/gene/?term=75530
