userId	geneSymbol	geneName	entrezgene	gLink
Nr1h3	Nr1h3	nuclear receptor subfamily 1, group H, member 3	22259	https://www.ncbi.nlm.nih.gov/gene/?term=22259
Stat6	Stat6	signal transducer and activator of transcription 6	20852	https://www.ncbi.nlm.nih.gov/gene/?term=20852
Daxx	Daxx	Fas death domain-associated protein	13163	https://www.ncbi.nlm.nih.gov/gene/?term=13163
Rpl3l	Rpl3l	ribosomal protein L3-like	66211	https://www.ncbi.nlm.nih.gov/gene/?term=66211
Uck1	Uck1	uridine-cytidine kinase 1	22245	https://www.ncbi.nlm.nih.gov/gene/?term=22245
Pon1	Pon1	paraoxonase 1	18979	https://www.ncbi.nlm.nih.gov/gene/?term=18979
Pex6	Pex6	peroxisomal biogenesis factor 6	224824	https://www.ncbi.nlm.nih.gov/gene/?term=224824
Qtrt1	Qtrt1	queuine tRNA-ribosyltransferase catalytic subunit 1	60507	https://www.ncbi.nlm.nih.gov/gene/?term=60507
Tpra1	Tpra1	transmembrane protein, adipocyte asscociated 1	24100	https://www.ncbi.nlm.nih.gov/gene/?term=24100
Pnkp	Pnkp	polynucleotide kinase 3'- phosphatase	59047	https://www.ncbi.nlm.nih.gov/gene/?term=59047
Med25	Med25	mediator complex subunit 25	75613	https://www.ncbi.nlm.nih.gov/gene/?term=75613
Apoe	Apoe	apolipoprotein E	11816	https://www.ncbi.nlm.nih.gov/gene/?term=11816
Fam32a	Fam32a	family with sequence similarity 32, member A	67922	https://www.ncbi.nlm.nih.gov/gene/?term=67922
Stk11	Stk11	serine/threonine kinase 11	20869	https://www.ncbi.nlm.nih.gov/gene/?term=20869
Btbd2	Btbd2	BTB (POZ) domain containing 2	208198	https://www.ncbi.nlm.nih.gov/gene/?term=208198
Abhd17a	Abhd17a	abhydrolase domain containing 17A	216169	https://www.ncbi.nlm.nih.gov/gene/?term=216169
Rnf215	Rnf215	ring finger protein 215	71673	https://www.ncbi.nlm.nih.gov/gene/?term=71673
Sec14l2	Sec14l2	SEC14-like lipid binding 2	67815	https://www.ncbi.nlm.nih.gov/gene/?term=67815
Insig2	Insig2	insulin induced gene 2	72999	https://www.ncbi.nlm.nih.gov/gene/?term=72999
Stat5a	Stat5a	signal transducer and activator of transcription 5A	20850	https://www.ncbi.nlm.nih.gov/gene/?term=20850
Hmox2	Hmox2	heme oxygenase 2	15369	https://www.ncbi.nlm.nih.gov/gene/?term=15369
Map3k20	Map3k20	mitogen-activated protein kinase kinase kinase 20	65964	https://www.ncbi.nlm.nih.gov/gene/?term=65964
Trmt10a	Trmt10a	tRNA methyltransferase 10A	108943	https://www.ncbi.nlm.nih.gov/gene/?term=108943
Ndrg2	Ndrg2	N-myc downstream regulated gene 2	29811	https://www.ncbi.nlm.nih.gov/gene/?term=29811
Polr2e	Polr2e	polymerase (RNA) II (DNA directed) polypeptide E	66420	https://www.ncbi.nlm.nih.gov/gene/?term=66420
Mtfp1	Mtfp1	mitochondrial fission process 1	67900	https://www.ncbi.nlm.nih.gov/gene/?term=67900
Plod3	Plod3	procollagen-lysine, 2-oxoglutarate 5-dioxygenase 3	26433	https://www.ncbi.nlm.nih.gov/gene/?term=26433
Hdgf	Hdgf	hepatoma-derived growth factor	15191	https://www.ncbi.nlm.nih.gov/gene/?term=15191
Pias4	Pias4	protein inhibitor of activated STAT 4	59004	https://www.ncbi.nlm.nih.gov/gene/?term=59004
Hnrnpa2b1	Hnrnpa2b1	heterogeneous nuclear ribonucleoprotein A2/B1	53379	https://www.ncbi.nlm.nih.gov/gene/?term=53379
Slc2a9	Slc2a9	solute carrier family 2 (facilitated glucose transporter), member 9	117591	https://www.ncbi.nlm.nih.gov/gene/?term=117591
Wdr83	Wdr83	WD repeat domain containing 83	67836	https://www.ncbi.nlm.nih.gov/gene/?term=67836
Prdx2	Prdx2	peroxiredoxin 2	21672	https://www.ncbi.nlm.nih.gov/gene/?term=21672
Polr2a	Polr2a	polymerase (RNA) II (DNA directed) polypeptide A	20020	https://www.ncbi.nlm.nih.gov/gene/?term=20020
Senp3	Senp3	SUMO/sentrin specific peptidase 3	80886	https://www.ncbi.nlm.nih.gov/gene/?term=80886
Fbxo11	Fbxo11	F-box protein 11	225055	https://www.ncbi.nlm.nih.gov/gene/?term=225055
Cic	Cic	capicua transcriptional repressor	71722	https://www.ncbi.nlm.nih.gov/gene/?term=71722
Por	Por	P450 (cytochrome) oxidoreductase	18984	https://www.ncbi.nlm.nih.gov/gene/?term=18984
Trim28	Trim28	tripartite motif-containing 28	21849	https://www.ncbi.nlm.nih.gov/gene/?term=21849
Ube2m	Ube2m	ubiquitin-conjugating enzyme E2M	22192	https://www.ncbi.nlm.nih.gov/gene/?term=22192
Gata6	Gata6	GATA binding protein 6	14465	https://www.ncbi.nlm.nih.gov/gene/?term=14465
Rnf114	Rnf114	ring finger protein 114	81018	https://www.ncbi.nlm.nih.gov/gene/?term=81018
Nsmf	Nsmf	NMDA receptor synaptonuclear signaling and neuronal migration factor	56876	https://www.ncbi.nlm.nih.gov/gene/?term=56876
Ptbp1	Ptbp1	polypyrimidine tract binding protein 1	19205	https://www.ncbi.nlm.nih.gov/gene/?term=19205
Rundc3a	Rundc3a	RUN domain containing 3A	51799	https://www.ncbi.nlm.nih.gov/gene/?term=51799
Hfe	Hfe	hemochromatosis	15216	https://www.ncbi.nlm.nih.gov/gene/?term=15216
B4galnt1	B4galnt1	beta-1,4-N-acetyl-galactosaminyl transferase 1	14421	https://www.ncbi.nlm.nih.gov/gene/?term=14421
Chrd	Chrd	chordin	12667	https://www.ncbi.nlm.nih.gov/gene/?term=12667
Hspa1l	Hspa1l	heat shock protein 1-like	15482	https://www.ncbi.nlm.nih.gov/gene/?term=15482
Lsm2	Lsm2	LSM2 homolog, U6 small nuclear RNA and mRNA degradation associated	27756	https://www.ncbi.nlm.nih.gov/gene/?term=27756
Rhoa	Rhoa	ras homolog family member A	11848	https://www.ncbi.nlm.nih.gov/gene/?term=11848
Zmiz1	Zmiz1	zinc finger, MIZ-type containing 1	328365	https://www.ncbi.nlm.nih.gov/gene/?term=328365
Fbxw9	Fbxw9	F-box and WD-40 domain protein 9	68628	https://www.ncbi.nlm.nih.gov/gene/?term=68628
Rpl10	Rpl10	ribosomal protein L10	110954	https://www.ncbi.nlm.nih.gov/gene/?term=110954
Tppp2	Tppp2	tubulin polymerization-promoting protein family member 2	219038	https://www.ncbi.nlm.nih.gov/gene/?term=219038
Derl3	Derl3	Der1-like domain family, member 3	70377	https://www.ncbi.nlm.nih.gov/gene/?term=70377
G0s2	G0s2	G0/G1 switch gene 2	14373	https://www.ncbi.nlm.nih.gov/gene/?term=14373
Pla2g12b	Pla2g12b	phospholipase A2, group XIIB	69836	https://www.ncbi.nlm.nih.gov/gene/?term=69836
Rps25	Rps25	ribosomal protein S25	75617	https://www.ncbi.nlm.nih.gov/gene/?term=75617
Zmynd10	Zmynd10	zinc finger, MYND domain containing 10	114602	https://www.ncbi.nlm.nih.gov/gene/?term=114602
Tmem115	Tmem115	transmembrane protein 115	56395	https://www.ncbi.nlm.nih.gov/gene/?term=56395
Hyal2	Hyal2	hyaluronoglucosaminidase 2	15587	https://www.ncbi.nlm.nih.gov/gene/?term=15587
Ifrd2	Ifrd2	interferon-related developmental regulator 2	15983	https://www.ncbi.nlm.nih.gov/gene/?term=15983
Hyal1	Hyal1	hyaluronoglucosaminidase 1	15586	https://www.ncbi.nlm.nih.gov/gene/?term=15586
Tusc2	Tusc2	tumor suppressor 2, mitochondrial calcium regulator	80385	https://www.ncbi.nlm.nih.gov/gene/?term=80385
Nprl2	Nprl2	NPR2 like, GATOR1 complex subunit	56032	https://www.ncbi.nlm.nih.gov/gene/?term=56032
Slc38a3	Slc38a3	solute carrier family 38, member 3	76257	https://www.ncbi.nlm.nih.gov/gene/?term=76257
Rassf1	Rassf1	Ras association (RalGDS/AF-6) domain family member 1	56289	https://www.ncbi.nlm.nih.gov/gene/?term=56289
Optc	Optc	opticin	269120	https://www.ncbi.nlm.nih.gov/gene/?term=269120
Mrpl52	Mrpl52	mitochondrial ribosomal protein L52	68836	https://www.ncbi.nlm.nih.gov/gene/?term=68836
Rbm25	Rbm25	RNA binding motif protein 25	67039	https://www.ncbi.nlm.nih.gov/gene/?term=67039
Acaa1b	Acaa1b	acetyl-Coenzyme A acyltransferase 1B	235674	https://www.ncbi.nlm.nih.gov/gene/?term=235674
Akt1s1	Akt1s1	AKT1 substrate 1 (proline-rich)	67605	https://www.ncbi.nlm.nih.gov/gene/?term=67605
Fuz	Fuz	fuzzy planar cell polarity protein	70300	https://www.ncbi.nlm.nih.gov/gene/?term=70300
Evi5	Evi5	ecotropic viral integration site 5	14020	https://www.ncbi.nlm.nih.gov/gene/?term=14020
Tnpo3	Tnpo3	transportin 3	320938	https://www.ncbi.nlm.nih.gov/gene/?term=320938
Rps5	Rps5	ribosomal protein S5	20103	https://www.ncbi.nlm.nih.gov/gene/?term=20103
Med16	Med16	mediator complex subunit 16	216154	https://www.ncbi.nlm.nih.gov/gene/?term=216154
Dedd	Dedd	death effector domain-containing	21945	https://www.ncbi.nlm.nih.gov/gene/?term=21945
Slc25a11	Slc25a11	solute carrier family 25 (mitochondrial carrier oxoglutarate carrier), member 11	67863	https://www.ncbi.nlm.nih.gov/gene/?term=67863
Adamts13	Adamts13	a disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 13	279028	https://www.ncbi.nlm.nih.gov/gene/?term=279028
Ube2i	Ube2i	ubiquitin-conjugating enzyme E2I	22196	https://www.ncbi.nlm.nih.gov/gene/?term=22196
Clpx	Clpx	caseinolytic mitochondrial matrix peptidase chaperone subunit	270166	https://www.ncbi.nlm.nih.gov/gene/?term=270166
Ager	Ager	advanced glycosylation end product-specific receptor	11596	https://www.ncbi.nlm.nih.gov/gene/?term=11596
Rnf5	Rnf5	ring finger protein 5	54197	https://www.ncbi.nlm.nih.gov/gene/?term=54197
Mocs2	Mocs2	molybdenum cofactor synthesis 2	17434	https://www.ncbi.nlm.nih.gov/gene/?term=17434
Rxra	Rxra	retinoid X receptor alpha	20181	https://www.ncbi.nlm.nih.gov/gene/?term=20181
Il17rb	Il17rb	interleukin 17 receptor B	50905	https://www.ncbi.nlm.nih.gov/gene/?term=50905
Chdh	Chdh	choline dehydrogenase	218865	https://www.ncbi.nlm.nih.gov/gene/?term=218865
Hsd11b1	Hsd11b1	hydroxysteroid 11-beta dehydrogenase 1	15483	https://www.ncbi.nlm.nih.gov/gene/?term=15483
Ppdpf	Ppdpf	pancreatic progenitor cell differentiation and proliferation factor	66496	https://www.ncbi.nlm.nih.gov/gene/?term=66496
H3f3b	H3f3b	H3 histone, family 3B	15081	https://www.ncbi.nlm.nih.gov/gene/?term=15081
Srsf6	Srsf6	serine/arginine-rich splicing factor 6	67996	https://www.ncbi.nlm.nih.gov/gene/?term=67996
Sdc4	Sdc4	syndecan 4	20971	https://www.ncbi.nlm.nih.gov/gene/?term=20971
Nbr1	Nbr1	NBR1, autophagy cargo receptor	17966	https://www.ncbi.nlm.nih.gov/gene/?term=17966
Top2b	Top2b	topoisomerase (DNA) II beta	21974	https://www.ncbi.nlm.nih.gov/gene/?term=21974
Igfbp4	Igfbp4	insulin-like growth factor binding protein 4	16010	https://www.ncbi.nlm.nih.gov/gene/?term=16010
Mlx	Mlx	MAX-like protein X	21428	https://www.ncbi.nlm.nih.gov/gene/?term=21428
Hnf4a	Hnf4a	hepatic nuclear factor 4, alpha	15378	https://www.ncbi.nlm.nih.gov/gene/?term=15378
Med1	Med1	mediator complex subunit 1	19014	https://www.ncbi.nlm.nih.gov/gene/?term=19014
Erbb3	Erbb3	erb-b2 receptor tyrosine kinase 3	13867	https://www.ncbi.nlm.nih.gov/gene/?term=13867
Spag7	Spag7	sperm associated antigen 7	216873	https://www.ncbi.nlm.nih.gov/gene/?term=216873
Pfn1	Pfn1	profilin 1	18643	https://www.ncbi.nlm.nih.gov/gene/?term=18643
Shroom1	Shroom1	shroom family member 1	71774	https://www.ncbi.nlm.nih.gov/gene/?term=71774
Mtmr4	Mtmr4	myotubularin related protein 4	170749	https://www.ncbi.nlm.nih.gov/gene/?term=170749
Slc25a39	Slc25a39	solute carrier family 25, member 39	68066	https://www.ncbi.nlm.nih.gov/gene/?term=68066
Tnfsfm13	Tnfsfm13	tumor necrosis factor (ligand) superfamily, membrane-bound member 13	619441	https://www.ncbi.nlm.nih.gov/gene/?term=619441
Mpdu1	Mpdu1	mannose-P-dolichol utilization defect 1	24070	https://www.ncbi.nlm.nih.gov/gene/?term=24070
Fxr2	Fxr2	fragile X mental retardation, autosomal homolog 2	23879	https://www.ncbi.nlm.nih.gov/gene/?term=23879
Cd68	Cd68	CD68 antigen	12514	https://www.ncbi.nlm.nih.gov/gene/?term=12514
Slc35g3	Slc35g3	solute carrier family 35, member G3	56293	https://www.ncbi.nlm.nih.gov/gene/?term=56293
Avpi1	Avpi1	arginine vasopressin-induced 1	69534	https://www.ncbi.nlm.nih.gov/gene/?term=69534
Fndc8	Fndc8	fibronectin type III domain containing 8	78919	https://www.ncbi.nlm.nih.gov/gene/?term=78919
Cxcl16	Cxcl16	chemokine (C-X-C motif) ligand 16	66102	https://www.ncbi.nlm.nih.gov/gene/?term=66102
Med11	Med11	mediator complex subunit 11	66172	https://www.ncbi.nlm.nih.gov/gene/?term=66172
Mfsd3	Mfsd3	major facilitator superfamily domain containing 3	69572	https://www.ncbi.nlm.nih.gov/gene/?term=69572
Slc25a22	Slc25a22	solute carrier family 25 (mitochondrial carrier, glutamate), member 22	68267	https://www.ncbi.nlm.nih.gov/gene/?term=68267
Dnase1l1	Dnase1l1	deoxyribonuclease 1-like 1	69537	https://www.ncbi.nlm.nih.gov/gene/?term=69537
Hsd17b1	Hsd17b1	hydroxysteroid (17-beta) dehydrogenase 1	15485	https://www.ncbi.nlm.nih.gov/gene/?term=15485
Psmc3ip	Psmc3ip	proteasome (prosome, macropain) 26S subunit, ATPase 3, interacting protein	19183	https://www.ncbi.nlm.nih.gov/gene/?term=19183
Noxo1	Noxo1	NADPH oxidase organizer 1	71893	https://www.ncbi.nlm.nih.gov/gene/?term=71893
Ddx39b	Ddx39b	DEAD (Asp-Glu-Ala-Asp) box polypeptide 39B	53817	https://www.ncbi.nlm.nih.gov/gene/?term=53817
Rab4a	Rab4a	RAB4A, member RAS oncogene family	19341	https://www.ncbi.nlm.nih.gov/gene/?term=19341
Arid5b	Arid5b	AT rich interactive domain 5B (MRF1-like)	71371	https://www.ncbi.nlm.nih.gov/gene/?term=71371
Actr6	Actr6	ARP6 actin-related protein 6	67019	https://www.ncbi.nlm.nih.gov/gene/?term=67019
Dusp6	Dusp6	dual specificity phosphatase 6	67603	https://www.ncbi.nlm.nih.gov/gene/?term=67603
Igf1	Igf1	insulin-like growth factor 1	16000	https://www.ncbi.nlm.nih.gov/gene/?term=16000
Pcsk4	Pcsk4	proprotein convertase subtilisin/kexin type 4	18551	https://www.ncbi.nlm.nih.gov/gene/?term=18551
Thap2	Thap2	THAP domain containing, apoptosis associated protein 2	66816	https://www.ncbi.nlm.nih.gov/gene/?term=66816
Mdm2	Mdm2	transformed mouse 3T3 cell double minute 2	17246	https://www.ncbi.nlm.nih.gov/gene/?term=17246
Mknk2	Mknk2	MAP kinase-interacting serine/threonine kinase 2	17347	https://www.ncbi.nlm.nih.gov/gene/?term=17347
Sf3a2	Sf3a2	splicing factor 3a, subunit 2	20222	https://www.ncbi.nlm.nih.gov/gene/?term=20222
Jsrp1	Jsrp1	junctional sarcoplasmic reticulum protein 1	71912	https://www.ncbi.nlm.nih.gov/gene/?term=71912
Timm13	Timm13	translocase of inner mitochondrial membrane 13	30055	https://www.ncbi.nlm.nih.gov/gene/?term=30055
Wdr82	Wdr82	WD repeat domain containing 82	77305	https://www.ncbi.nlm.nih.gov/gene/?term=77305
Glyctk	Glyctk	glycerate kinase	235582	https://www.ncbi.nlm.nih.gov/gene/?term=235582
Mgat1	Mgat1	mannoside acetylglucosaminyltransferase 1	17308	https://www.ncbi.nlm.nih.gov/gene/?term=17308
Rufy1	Rufy1	RUN and FYVE domain containing 1	216724	https://www.ncbi.nlm.nih.gov/gene/?term=216724
Mrnip	Mrnip	MRN complex interacting protein	68067	https://www.ncbi.nlm.nih.gov/gene/?term=68067
Sar1b	Sar1b	secretion associated Ras related GTPase 1B	66397	https://www.ncbi.nlm.nih.gov/gene/?term=66397
Jade2	Jade2	jade family PHD finger 2	76901	https://www.ncbi.nlm.nih.gov/gene/?term=76901
Ube2b	Ube2b	ubiquitin-conjugating enzyme E2B	22210	https://www.ncbi.nlm.nih.gov/gene/?term=22210
Vdac1	Vdac1	voltage-dependent anion channel 1	22333	https://www.ncbi.nlm.nih.gov/gene/?term=22333
2310033P09Rik	2310033P09Rik	RIKEN cDNA 2310033P09 gene	67862	https://www.ncbi.nlm.nih.gov/gene/?term=67862
Xbp1	Xbp1	X-box binding protein 1	22433	https://www.ncbi.nlm.nih.gov/gene/?term=22433
Btnl10	Btnl10	butyrophilin-like 10	192194	https://www.ncbi.nlm.nih.gov/gene/?term=192194
Myo19	Myo19	myosin XIX	66196	https://www.ncbi.nlm.nih.gov/gene/?term=66196
Ggnbp2	Ggnbp2	gametogenetin binding protein 2	217039	https://www.ncbi.nlm.nih.gov/gene/?term=217039
Shmt1	Shmt1	serine hydroxymethyltransferase 1 (soluble)	20425	https://www.ncbi.nlm.nih.gov/gene/?term=20425
Sdc1	Sdc1	syndecan 1	20969	https://www.ncbi.nlm.nih.gov/gene/?term=20969
Prkar1a	Prkar1a	protein kinase, cAMP dependent regulatory, type I, alpha	19084	https://www.ncbi.nlm.nih.gov/gene/?term=19084
Id2	Id2	inhibitor of DNA binding 2	15902	https://www.ncbi.nlm.nih.gov/gene/?term=15902
Nle1	Nle1	notchless homolog 1	217011	https://www.ncbi.nlm.nih.gov/gene/?term=217011
Rnf135	Rnf135	ring finger protein 135	71956	https://www.ncbi.nlm.nih.gov/gene/?term=71956
Adap2	Adap2	ArfGAP with dual PH domains 2	216991	https://www.ncbi.nlm.nih.gov/gene/?term=216991
Cluh	Cluh	clustered mitochondria (cluA/CLU1) homolog	74148	https://www.ncbi.nlm.nih.gov/gene/?term=74148
Tmem94	Tmem94	transmembrane protein 94	71947	https://www.ncbi.nlm.nih.gov/gene/?term=71947
Unk	Unk	unkempt family zinc finger	217331	https://www.ncbi.nlm.nih.gov/gene/?term=217331
Tsen54	Tsen54	tRNA splicing endonuclease subunit 54	76265	https://www.ncbi.nlm.nih.gov/gene/?term=76265
Llgl2	Llgl2	LLGL2 scribble cell polarity complex component	217325	https://www.ncbi.nlm.nih.gov/gene/?term=217325
Kif1c	Kif1c	kinesin family member 1C	16562	https://www.ncbi.nlm.nih.gov/gene/?term=16562
Spag9	Spag9	sperm associated antigen 9	70834	https://www.ncbi.nlm.nih.gov/gene/?term=70834
Nr1d1	Nr1d1	nuclear receptor subfamily 1, group D, member 1	217166	https://www.ncbi.nlm.nih.gov/gene/?term=217166
Per1	Per1	period circadian clock 1	18626	https://www.ncbi.nlm.nih.gov/gene/?term=18626
Tmem107	Tmem107	transmembrane protein 107	66910	https://www.ncbi.nlm.nih.gov/gene/?term=66910
Dcakd	Dcakd	dephospho-CoA kinase domain containing	68087	https://www.ncbi.nlm.nih.gov/gene/?term=68087
Nemf	Nemf	nuclear export mediator factor	66244	https://www.ncbi.nlm.nih.gov/gene/?term=66244
Polr2h	Polr2h	polymerase (RNA) II (DNA directed) polypeptide H	245841	https://www.ncbi.nlm.nih.gov/gene/?term=245841
Clmn	Clmn	calmin	94040	https://www.ncbi.nlm.nih.gov/gene/?term=94040
Srsf5	Srsf5	serine/arginine-rich splicing factor 5	20384	https://www.ncbi.nlm.nih.gov/gene/?term=20384
Slc10a1	Slc10a1	solute carrier family 10 (sodium/bile acid cotransporter family), member 1	20493	https://www.ncbi.nlm.nih.gov/gene/?term=20493
Akr1c6	Akr1c6	aldo-keto reductase family 1, member C6	83702	https://www.ncbi.nlm.nih.gov/gene/?term=83702
Entpd5	Entpd5	ectonucleoside triphosphate diphosphohydrolase 5	12499	https://www.ncbi.nlm.nih.gov/gene/?term=12499
Cinp	Cinp	cyclin-dependent kinase 2 interacting protein	67236	https://www.ncbi.nlm.nih.gov/gene/?term=67236
Gcnt2	Gcnt2	glucosaminyl (N-acetyl) transferase 2, I-branching enzyme	14538	https://www.ncbi.nlm.nih.gov/gene/?term=14538
Nup153	Nup153	nucleoporin 153	218210	https://www.ncbi.nlm.nih.gov/gene/?term=218210
Gadd45g	Gadd45g	growth arrest and DNA-damage-inducible 45 gamma	23882	https://www.ncbi.nlm.nih.gov/gene/?term=23882
Marveld2	Marveld2	MARVEL (membrane-associating) domain containing 2	218518	https://www.ncbi.nlm.nih.gov/gene/?term=218518
Pdhb	Pdhb	pyruvate dehydrogenase (lipoamide) beta	68263	https://www.ncbi.nlm.nih.gov/gene/?term=68263
Acox2	Acox2	acyl-Coenzyme A oxidase 2, branched chain	93732	https://www.ncbi.nlm.nih.gov/gene/?term=93732
Il6st	Il6st	interleukin 6 signal transducer	16195	https://www.ncbi.nlm.nih.gov/gene/?term=16195
Vdac2	Vdac2	voltage-dependent anion channel 2	22334	https://www.ncbi.nlm.nih.gov/gene/?term=22334
Rnase4	Rnase4	ribonuclease, RNase A family 4	58809	https://www.ncbi.nlm.nih.gov/gene/?term=58809
Ephx2	Ephx2	epoxide hydrolase 2, cytoplasmic	13850	https://www.ncbi.nlm.nih.gov/gene/?term=13850
Chrna2	Chrna2	cholinergic receptor, nicotinic, alpha polypeptide 2 (neuronal)	110902	https://www.ncbi.nlm.nih.gov/gene/?term=110902
Slc39a14	Slc39a14	solute carrier family 39 (zinc transporter), member 14	213053	https://www.ncbi.nlm.nih.gov/gene/?term=213053
Itm2b	Itm2b	integral membrane protein 2B	16432	https://www.ncbi.nlm.nih.gov/gene/?term=16432
Sdr39u1	Sdr39u1	short chain dehydrogenase/reductase family 39U, member 1	654795	https://www.ncbi.nlm.nih.gov/gene/?term=654795
Cmbl	Cmbl	carboxymethylenebutenolidase-like (Pseudomonas)	69574	https://www.ncbi.nlm.nih.gov/gene/?term=69574
Rida	Rida	reactive intermediate imine deaminase A homolog	15473	https://www.ncbi.nlm.nih.gov/gene/?term=15473
Pop1	Pop1	processing of precursor 1, ribonuclease P/MRP family, (S. cerevisiae)	67724	https://www.ncbi.nlm.nih.gov/gene/?term=67724
Myc	Myc	myelocytomatosis oncogene	17869	https://www.ncbi.nlm.nih.gov/gene/?term=17869
Mtss1	Mtss1	metastasis suppressor 1	211401	https://www.ncbi.nlm.nih.gov/gene/?term=211401
Ppara	Ppara	peroxisome proliferator activated receptor alpha	19013	https://www.ncbi.nlm.nih.gov/gene/?term=19013
Ndufa6	Ndufa6	NADH:ubiquinone oxidoreductase subunit A6	67130	https://www.ncbi.nlm.nih.gov/gene/?term=67130
Smdt1	Smdt1	single-pass membrane protein with aspartate rich tail 1	69029	https://www.ncbi.nlm.nih.gov/gene/?term=69029
Slc38a4	Slc38a4	solute carrier family 38, member 4	69354	https://www.ncbi.nlm.nih.gov/gene/?term=69354
Aco2	Aco2	aconitase 2, mitochondrial	11429	https://www.ncbi.nlm.nih.gov/gene/?term=11429
Mgrn1	Mgrn1	mahogunin, ring finger 1	17237	https://www.ncbi.nlm.nih.gov/gene/?term=17237
Atp13a3	Atp13a3	ATPase type 13A3	224088	https://www.ncbi.nlm.nih.gov/gene/?term=224088
Gpt	Gpt	glutamic pyruvic transaminase, soluble	76282	https://www.ncbi.nlm.nih.gov/gene/?term=76282
Adck5	Adck5	aarF domain containing kinase 5	268822	https://www.ncbi.nlm.nih.gov/gene/?term=268822
Pycrl	Pycrl	pyrroline-5-carboxylate reductase-like	66194	https://www.ncbi.nlm.nih.gov/gene/?term=66194
Tymp	Tymp	thymidine phosphorylase	72962	https://www.ncbi.nlm.nih.gov/gene/?term=72962
Nr1i2	Nr1i2	nuclear receptor subfamily 1, group I, member 2	18171	https://www.ncbi.nlm.nih.gov/gene/?term=18171
Ap2m1	Ap2m1	adaptor-related protein complex 2, mu 1 subunit	11773	https://www.ncbi.nlm.nih.gov/gene/?term=11773
Clcn2	Clcn2	chloride channel, voltage-sensitive 2	12724	https://www.ncbi.nlm.nih.gov/gene/?term=12724
Tmem41a	Tmem41a	transmembrane protein 41a	66664	https://www.ncbi.nlm.nih.gov/gene/?term=66664
Hrg	Hrg	histidine-rich glycoprotein	94175	https://www.ncbi.nlm.nih.gov/gene/?term=94175
Eif4a2	Eif4a2	eukaryotic translation initiation factor 4A2	13682	https://www.ncbi.nlm.nih.gov/gene/?term=13682
Brwd1	Brwd1	bromodomain and WD repeat domain containing 1	93871	https://www.ncbi.nlm.nih.gov/gene/?term=93871
Dop1b	Dop1b	DOP1 leucine zipper like protein B	70028	https://www.ncbi.nlm.nih.gov/gene/?term=70028
Setd4	Setd4	SET domain containing 4	224440	https://www.ncbi.nlm.nih.gov/gene/?term=224440
Serping1	Serping1	serine (or cysteine) peptidase inhibitor, clade G, member 1	12258	https://www.ncbi.nlm.nih.gov/gene/?term=12258
Frs3	Frs3	fibroblast growth factor receptor substrate 3	107971	https://www.ncbi.nlm.nih.gov/gene/?term=107971
Trip6	Trip6	thyroid hormone receptor interactor 6	22051	https://www.ncbi.nlm.nih.gov/gene/?term=22051
Mpc1	Mpc1	mitochondrial pyruvate carrier 1	55951	https://www.ncbi.nlm.nih.gov/gene/?term=55951
Sgo1	Sgo1	shugoshin 1	72415	https://www.ncbi.nlm.nih.gov/gene/?term=72415
