chr	start	end	ID
chr1	178142450	178143010	PROK_LIV_1_178142450_178143010
chr1	178157420	178157660	PROK_LIV_1_178157420_178157660
chr1	178163480	178163780	PROK_LIV_1_178163480_178163780
chr1	178164960	178165130	PROK_LIV_1_178164960_178165130
chr1	179788890	179789250	PROK_LIV_1_179788890_179789250
chr1	180808070	180808380	PROK_LIV_1_180808070_180808380
chr1	180808400	180808880	PROK_LIV_1_180808400_180808880
chr1	180833210	180833860	PROK_LIV_1_180833210_180833860
chr1	180842290	180842690	PROK_LIV_1_180842290_180842690
chr1	180842710	180843090	PROK_LIV_1_180842710_180843090
chr1	180844030	180844640	PROK_LIV_1_180844030_180844640
chr1	180844710	180844940	PROK_LIV_1_180844710_180844940
chr1	180863290	180863800	PROK_LIV_1_180863290_180863800
chr1	180863820	180864070	PROK_LIV_1_180863820_180864070
chr1	181038700	181039150	PROK_LIV_1_181038700_181039150
chr1	181039170	181039380	PROK_LIV_1_181039170_181039380
chr1	181084050	181084250	PROK_LIV_1_181084050_181084250
chr1	183127150	183127650	PROK_LIV_1_183127150_183127650
chr1	183143440	183143830	PROK_LIV_1_183143440_183143830
chr1	183149010	183149500	PROK_LIV_1_183149010_183149500
chr1	183149760	183150140	PROK_LIV_1_183149760_183150140
chr1	183159620	183160250	PROK_LIV_1_183159620_183160250
chr1	183163220	183163680	PROK_LIV_1_183163220_183163680
chr1	183163940	183164350	PROK_LIV_1_183163940_183164350
chr1	183166820	183167230	PROK_LIV_1_183166820_183167230
chr1	184540210	184540410	PROK_LIV_1_184540210_184540410
chr1	184540500	184540870	PROK_LIV_1_184540500_184540870
chr1	184540890	184541230	PROK_LIV_1_184540890_184541230
chr1	184554870	184555150	PROK_LIV_1_184554870_184555150
chr1	184558470	184559140	PROK_LIV_1_184558470_184559140
chr1	184576420	184576780	PROK_LIV_1_184576420_184576780
chr1	184577710	184577890	PROK_LIV_1_184577710_184577890
chr1	184578560	184578960	PROK_LIV_1_184578560_184578960
chr1	184583230	184583630	PROK_LIV_1_184583230_184583630
chr1	184583650	184583830	PROK_LIV_1_184583650_184583830
chr1	184583850	184584110	PROK_LIV_1_184583850_184584110
chr1	184584170	184584390	PROK_LIV_1_184584170_184584390
chr1	184584410	184584980	PROK_LIV_1_184584410_184584980
chr1	184604180	184604690	PROK_LIV_1_184604180_184604690
chr1	184613120	184613320	PROK_LIV_1_184613120_184613320
chr1	184613340	184613730	PROK_LIV_1_184613340_184613730
chr1	184613750	184614010	PROK_LIV_1_184613750_184614010
chr1	184614830	184615060	PROK_LIV_1_184614830_184615060
chr1	185095460	185095790	PROK_LIV_1_185095460_185095790
chr1	189774290	189774560	PROK_LIV_1_189774290_189774560
chr1	189775930	189776690	PROK_LIV_1_189775930_189776690
chr1	189777110	189777600	PROK_LIV_1_189777110_189777600
chr1	189900210	189900600	PROK_LIV_1_189900210_189900600
chr1	189910890	189911150	PROK_LIV_1_189910890_189911150
chr1	191449880	191450150	PROK_LIV_1_191449880_191450150
chr1	191642830	191643170	PROK_LIV_1_191642830_191643170
chr1	191821370	191821590	PROK_LIV_1_191821370_191821590
chr1	192839440	192839790	PROK_LIV_1_192839440_192839790
chr1	192911890	192912350	PROK_LIV_1_192911890_192912350
chr1	192924170	192924550	PROK_LIV_1_192924170_192924550
chr1	192953020	192953640	PROK_LIV_1_192953020_192953640
chr1	192953660	192953990	PROK_LIV_1_192953660_192953990
chr10	4337660	4337860	PROK_LIV_10_4337660_4337860
chr10	4338210	4338530	PROK_LIV_10_4338210_4338530
chr10	4338550	4338920	PROK_LIV_10_4338550_4338920
chr10	4382000	4382160	PROK_LIV_10_4382000_4382160
chr10	4562310	4562750	PROK_LIV_10_4562310_4562750
chr10	13839880	13840130	PROK_LIV_10_13839880_13840130
chr10	18110160	18110570	PROK_LIV_10_18110160_18110570
chr10	19812360	19812720	PROK_LIV_10_19812360_19812720
chr10	19953960	19954640	PROK_LIV_10_19953960_19954640
chr10	20062550	20063070	PROK_LIV_10_20062550_20063070
chr10	20199120	20199440	PROK_LIV_10_20199120_20199440
chr10	21254520	21254900	PROK_LIV_10_21254520_21254900
chr10	23760750	23761290	PROK_LIV_10_23760750_23761290
chr10	24582710	24583040	PROK_LIV_10_24582710_24583040
chr10	24804080	24804440	PROK_LIV_10_24804080_24804440
chr10	25409130	25409740	PROK_LIV_10_25409130_25409740
chr10	25415310	25416230	PROK_LIV_10_25415310_25416230
chr10	39953950	39954360	PROK_LIV_10_39953950_39954360
chr10	39994840	39995570	PROK_LIV_10_39994840_39995570
chr10	40015140	40015640	PROK_LIV_10_40015140_40015640
chr10	40017370	40017620	PROK_LIV_10_40017370_40017620
chr10	40017800	40018100	PROK_LIV_10_40017800_40018100
chr10	40123390	40123600	PROK_LIV_10_40123390_40123600
chr10	41365990	41366240	PROK_LIV_10_41365990_41366240
chr10	42101940	42102170	PROK_LIV_10_42101940_42102170
chr10	42127330	42127570	PROK_LIV_10_42127330_42127570
chr10	52259210	52259560	PROK_LIV_10_52259210_52259560
chr10	52294320	52294450	PROK_LIV_10_52294320_52294450
chr10	52528170	52528530	PROK_LIV_10_52528170_52528530
chr10	59231590	59231810	PROK_LIV_10_59231590_59231810
chr10	59735160	59735300	PROK_LIV_10_59735160_59735300
chr10	59752350	59752760	PROK_LIV_10_59752350_59752760
chr10	60118460	60118920	PROK_LIV_10_60118460_60118920
chr10	61145400	61146070	PROK_LIV_10_61145400_61146070
chr10	61147840	61148260	PROK_LIV_10_61147840_61148260
chr10	61288210	61288440	PROK_LIV_10_61288210_61288440
chr10	62286070	62286510	PROK_LIV_10_62286070_62286510
chr10	62286530	62286950	PROK_LIV_10_62286530_62286950
chr10	62756640	62756810	PROK_LIV_10_62756640_62756810
chr10	62782940	62783420	PROK_LIV_10_62782940_62783420
chr10	62860410	62860730	PROK_LIV_10_62860410_62860730
chr10	62875010	62875420	PROK_LIV_10_62875010_62875420
chr10	62875440	62875660	PROK_LIV_10_62875440_62875660
chr10	63103710	63104160	PROK_LIV_10_63103710_63104160
chr10	65114360	65114780	PROK_LIV_10_65114360_65114780
chr10	67373470	67373760	PROK_LIV_10_67373470_67373760
chr10	67925930	67926430	PROK_LIV_10_67925930_67926430
chr10	68047310	68047640	PROK_LIV_10_68047310_68047640
chr10	71173490	71173880	PROK_LIV_10_71173490_71173880
chr10	71174360	71174570	PROK_LIV_10_71174360_71174570
chr10	71176050	71176470	PROK_LIV_10_71176050_71176470
chr10	71177910	71178210	PROK_LIV_10_71177910_71178210
chr10	71178920	71179330	PROK_LIV_10_71178920_71179330
chr10	71179350	71179590	PROK_LIV_10_71179350_71179590
chr10	71180390	71180520	PROK_LIV_10_71180390_71180520
chr10	71181150	71181430	PROK_LIV_10_71181150_71181430
chr10	71184780	71185130	PROK_LIV_10_71184780_71185130
chr10	71185660	71186010	PROK_LIV_10_71185660_71186010
chr10	71531990	71532450	PROK_LIV_10_71531990_71532450
chr10	72490230	72490430	PROK_LIV_10_72490230_72490430
chr10	74886890	74887530	PROK_LIV_10_74886890_74887530
chr10	74887550	74888050	PROK_LIV_10_74887550_74888050
chr10	75349040	75349300	PROK_LIV_10_75349040_75349300
chr10	75602610	75603030	PROK_LIV_10_75602610_75603030
chr10	75607520	75607910	PROK_LIV_10_75607520_75607910
chr10	75607930	75608250	PROK_LIV_10_75607930_75608250
chr10	75608850	75609090	PROK_LIV_10_75608850_75609090
chr10	75621250	75621560	PROK_LIV_10_75621250_75621560
chr10	75630800	75631130	PROK_LIV_10_75630800_75631130
chr10	75633420	75633810	PROK_LIV_10_75633420_75633810
chr10	75669150	75669700	PROK_LIV_10_75669150_75669700
chr10	75669900	75670530	PROK_LIV_10_75669900_75670530
chr10	75670550	75670760	PROK_LIV_10_75670550_75670760
chr10	75670840	75671060	PROK_LIV_10_75670840_75671060
chr10	75671080	75671630	PROK_LIV_10_75671080_75671630
chr10	75671970	75672380	PROK_LIV_10_75671970_75672380
chr10	75672400	75672670	PROK_LIV_10_75672400_75672670
chr10	75672690	75673070	PROK_LIV_10_75672690_75673070
chr10	75673090	75673580	PROK_LIV_10_75673090_75673580
chr10	75695140	75695700	PROK_LIV_10_75695140_75695700
chr10	75695720	75695920	PROK_LIV_10_75695720_75695920
chr10	75718560	75718910	PROK_LIV_10_75718560_75718910
chr10	75771860	75772050	PROK_LIV_10_75771860_75772050
chr10	75773910	75774340	PROK_LIV_10_75773910_75774340
chr10	76924770	76925060	PROK_LIV_10_76924770_76925060
chr10	76945380	76945740	PROK_LIV_10_76945380_76945740
chr10	76948010	76948240	PROK_LIV_10_76948010_76948240
chr10	76949190	76949370	PROK_LIV_10_76949190_76949370
chr10	76954160	76954790	PROK_LIV_10_76954160_76954790
chr10	77735930	77736430	PROK_LIV_10_77735930_77736430
chr10	77738870	77739180	PROK_LIV_10_77738870_77739180
chr10	78018190	78018460	PROK_LIV_10_78018190_78018460
chr10	78187340	78187790	PROK_LIV_10_78187340_78187790
chr10	79368930	79369300	PROK_LIV_10_79368930_79369300
chr10	79505590	79505720	PROK_LIV_10_79505590_79505720
chr10	79688960	79689550	PROK_LIV_10_79688960_79689550
chr10	79690640	79690820	PROK_LIV_10_79690640_79690820
chr10	79733750	79734060	PROK_LIV_10_79733750_79734060
chr10	79820580	79820980	PROK_LIV_10_79820580_79820980
chr10	79890470	79891000	PROK_LIV_10_79890470_79891000
chr10	79987450	79987920	PROK_LIV_10_79987450_79987920
chr10	79988600	79989090	PROK_LIV_10_79988600_79989090
chr10	79989110	79989530	PROK_LIV_10_79989110_79989530
chr10	79989550	79989980	PROK_LIV_10_79989550_79989980
chr10	79994520	79994940	PROK_LIV_10_79994520_79994940
chr10	80009410	80009690	PROK_LIV_10_80009410_80009690
chr10	80096310	80096690	PROK_LIV_10_80096310_80096690
chr10	80117880	80118480	PROK_LIV_10_80117880_80118480
chr10	80156600	80156910	PROK_LIV_10_80156600_80156910
chr10	80158850	80159110	PROK_LIV_10_80158850_80159110
chr10	80159130	80159450	PROK_LIV_10_80159130_80159450
chr10	80159470	80159820	PROK_LIV_10_80159470_80159820
chr10	80159840	80160230	PROK_LIV_10_80159840_80160230
chr10	80165140	80165510	PROK_LIV_10_80165140_80165510
chr10	80167020	80167440	PROK_LIV_10_80167020_80167440
chr10	80167460	80167980	PROK_LIV_10_80167460_80167980
chr10	80168000	80168400	PROK_LIV_10_80168000_80168400
chr10	80168460	80169030	PROK_LIV_10_80168460_80169030
chr10	80169050	80169490	PROK_LIV_10_80169050_80169490
chr10	80235030	80235250	PROK_LIV_10_80235030_80235250
chr10	80240770	80241000	PROK_LIV_10_80240770_80241000
chr10	80241020	80241590	PROK_LIV_10_80241020_80241590
chr10	80273820	80274430	PROK_LIV_10_80273820_80274430
chr10	80397570	80397950	PROK_LIV_10_80397570_80397950
chr10	80458680	80459010	PROK_LIV_10_80458680_80459010
chr10	80499380	80500080	PROK_LIV_10_80499380_80500080
chr10	80500310	80500710	PROK_LIV_10_80500310_80500710
chr10	80509870	80510200	PROK_LIV_10_80509870_80510200
chr10	80510220	80510570	PROK_LIV_10_80510220_80510570
chr10	80512740	80513000	PROK_LIV_10_80512740_80513000
chr10	80799430	80799780	PROK_LIV_10_80799430_80799780
chr10	80926870	80927280	PROK_LIV_10_80926870_80927280
chr10	80927300	80927810	PROK_LIV_10_80927300_80927810
chr10	80972960	80973550	PROK_LIV_10_80972960_80973550
chr10	81005080	81005720	PROK_LIV_10_81005080_81005720
chr10	81027940	81028140	PROK_LIV_10_81027940_81028140
chr10	81393420	81393600	PROK_LIV_10_81393420_81393600
chr10	81394820	81395000	PROK_LIV_10_81394820_81395000
chr10	82594630	82595070	PROK_LIV_10_82594630_82595070
chr10	84413120	84413680	PROK_LIV_10_84413120_84413680
chr10	86540340	86540720	PROK_LIV_10_86540340_86540720
chr10	86675780	86676440	PROK_LIV_10_86675780_86676440
chr10	87352990	87353290	PROK_LIV_10_87352990_87353290
chr10	87354280	87354730	PROK_LIV_10_87354280_87354730
chr10	87356150	87356850	PROK_LIV_10_87356150_87356850
chr10	88337960	88338310	PROK_LIV_10_88337960_88338310
chr10	88338330	88338670	PROK_LIV_10_88338330_88338670
chr10	88350410	88350740	PROK_LIV_10_88350410_88350740
chr10	89365430	89365690	PROK_LIV_10_89365430_89365690
chr10	89366860	89367060	PROK_LIV_10_89366860_89367060
chr10	89368270	89368670	PROK_LIV_10_89368270_89368670
chr10	89368940	89369130	PROK_LIV_10_89368940_89369130
chr10	89435210	89435510	PROK_LIV_10_89435210_89435510
chr10	89472930	89473180	PROK_LIV_10_89472930_89473180
chr10	92557860	92558060	PROK_LIV_10_92557860_92558060
chr10	93037720	93038440	PROK_LIV_10_93037720_93038440
chr10	93324080	93324480	PROK_LIV_10_93324080_93324480
chr10	93326540	93326980	PROK_LIV_10_93326540_93326980
chr10	93872310	93872700	PROK_LIV_10_93872310_93872700
chr10	93895830	93896610	PROK_LIV_10_93895830_93896610
chr10	93909740	93910180	PROK_LIV_10_93909740_93910180
chr10	93916660	93917100	PROK_LIV_10_93916660_93917100
chr10	95351180	95351350	PROK_LIV_10_95351180_95351350
chr10	95399470	95399640	PROK_LIV_10_95399470_95399640
chr10	95460820	95461120	PROK_LIV_10_95460820_95461120
chr10	95672960	95673370	PROK_LIV_10_95672960_95673370
chr10	95677020	95677920	PROK_LIV_10_95677020_95677920
chr10	95678280	95678530	PROK_LIV_10_95678280_95678530
chr10	95802400	95802700	PROK_LIV_10_95802400_95802700
chr10	98943090	98943250	PROK_LIV_10_98943090_98943250
chr10	99068450	99068690	PROK_LIV_10_99068450_99068690
chr10	99069970	99070840	PROK_LIV_10_99069970_99070840
chr10	99105440	99105820	PROK_LIV_10_99105440_99105820
chr10	107161170	107161280	PROK_LIV_10_107161170_107161280
chr10	108290200	108290830	PROK_LIV_10_108290200_108290830
chr10	110975070	110975360	PROK_LIV_10_110975070_110975360
chr10	115086170	115086610	PROK_LIV_10_115086170_115086610
chr10	115435170	115435400	PROK_LIV_10_115435170_115435400
chr10	116418030	116418220	PROK_LIV_10_116418030_116418220
chr10	117178660	117179360	PROK_LIV_10_117178660_117179360
chr10	117194910	117195170	PROK_LIV_10_117194910_117195170
chr10	118587070	118587340	PROK_LIV_10_118587070_118587340
chr10	118588980	118589310	PROK_LIV_10_118588980_118589310
chr10	118594540	118595190	PROK_LIV_10_118594540_118595190
chr10	118705390	118705500	PROK_LIV_10_118705390_118705500
chr10	119076660	119076840	PROK_LIV_10_119076660_119076840
chr10	119098450	119098710	PROK_LIV_10_119098450_119098710
chr10	121186620	121186780	PROK_LIV_10_121186620_121186780
chr10	121201160	121201390	PROK_LIV_10_121201160_121201390
