chr	start	end	ID
chr1	72293620	72293930	PROK_LIV_1_72293620_72293930
chr1	72848900	72849150	PROK_LIV_1_72848900_72849150
chr1	72864650	72864930	PROK_LIV_1_72864650_72864930
chr1	72865660	72866230	PROK_LIV_1_72865660_72866230
chr1	72876420	72876680	PROK_LIV_1_72876420_72876680
chr1	72881650	72882310	PROK_LIV_1_72881650_72882310
chr1	72882330	72882730	PROK_LIV_1_72882330_72882730
chr1	72885130	72885400	PROK_LIV_1_72885130_72885400
chr1	73968270	73969020	PROK_LIV_1_73968270_73969020
chr1	74026980	74027310	PROK_LIV_1_74026980_74027310
chr1	74374350	74374620	PROK_LIV_1_74374350_74374620
chr1	74760810	74761340	PROK_LIV_1_74760810_74761340
chr1	74855680	74855810	PROK_LIV_1_74855680_74855810
chr1	75118600	75118850	PROK_LIV_1_75118600_75118850
chr1	75129460	75129960	PROK_LIV_1_75129460_75129960
chr1	75168960	75169160	PROK_LIV_1_75168960_75169160
chr1	75212630	75212770	PROK_LIV_1_75212630_75212770
chr1	78639670	78640170	PROK_LIV_1_78639670_78640170
chr1	86279800	86280000	PROK_LIV_1_86279800_86280000
chr1	87169460	87169960	PROK_LIV_1_87169460_87169960
chr1	88205610	88205920	PROK_LIV_1_88205610_88205920
chr1	91610690	91611180	PROK_LIV_1_91610690_91611180
chr1	93786030	93786340	PROK_LIV_1_93786030_93786340
chr1	94699730	94700170	PROK_LIV_1_94699730_94700170
chr1	97698950	97699180	PROK_LIV_1_97698950_97699180
chr1	97706310	97706520	PROK_LIV_1_97706310_97706520
chr1	106100920	106101430	PROK_LIV_1_106100920_106101430
chr1	121749020	121749240	PROK_LIV_1_121749020_121749240
chr1	122896700	122897100	PROK_LIV_1_122896700_122897100
chr1	127210300	127210540	PROK_LIV_1_127210300_127210540
chr1	127657350	127657700	PROK_LIV_1_127657350_127657700
chr1	127658730	127659200	PROK_LIV_1_127658730_127659200
chr1	127662910	127663600	PROK_LIV_1_127662910_127663600
chr1	127677980	127678310	PROK_LIV_1_127677980_127678310
chr1	127678330	127678870	PROK_LIV_1_127678330_127678870
chr1	130689300	130689700	PROK_LIV_1_130689300_130689700
chr1	130691410	130692400	PROK_LIV_1_130691410_130692400
chr1	131839160	131839370	PROK_LIV_1_131839160_131839370
chr1	132961800	132962010	PROK_LIV_1_132961800_132962010
chr1	133031420	133031600	PROK_LIV_1_133031420_133031600
chr1	136553600	136554060	PROK_LIV_1_136553600_136554060
chr1	136560640	136561000	PROK_LIV_1_136560640_136561000
chr1	136561060	136561350	PROK_LIV_1_136561060_136561350
chr1	138547230	138547280	PROK_LIV_1_138547230_138547280
chr1	139382100	139382450	PROK_LIV_1_139382100_139382450
chr1	139589100	139589400	PROK_LIV_1_139589100_139589400
chr1	139589420	139589760	PROK_LIV_1_139589420_139589760
chr1	139707410	139707940	PROK_LIV_1_139707410_139707940
chr1	139979930	139980480	PROK_LIV_1_139979930_139980480
chr1	139986610	139987090	PROK_LIV_1_139986610_139987090
chr1	140128160	140128440	PROK_LIV_1_140128160_140128440
chr1	140132800	140133030	PROK_LIV_1_140132800_140133030
chr1	149463760	149464030	PROK_LIV_1_149463760_149464030
chr1	150937740	150938080	PROK_LIV_1_150937740_150938080
chr1	150997580	150998000	PROK_LIV_1_150997580_150998000
chr1	151216990	151217630	PROK_LIV_1_151216990_151217630
chr1	151219760	151219920	PROK_LIV_1_151219760_151219920
chr1	151220650	151220850	PROK_LIV_1_151220650_151220850
chr1	151630270	151630600	PROK_LIV_1_151630270_151630600
chr1	153814730	153815250	PROK_LIV_1_153814730_153815250
chr1	160805780	160805960	PROK_LIV_1_160805780_160805960
chr1	160807590	160808000	PROK_LIV_1_160807590_160808000
chr1	160862970	160863430	PROK_LIV_1_160862970_160863430
chr1	160865160	160865460	PROK_LIV_1_160865160_160865460
chr1	160903550	160903760	PROK_LIV_1_160903550_160903760
chr1	163978640	163978890	PROK_LIV_1_163978640_163978890
chr1	163980190	163980380	PROK_LIV_1_163980190_163980380
chr1	164050490	164050820	PROK_LIV_1_164050490_164050820
chr1	164075620	164075910	PROK_LIV_1_164075620_164075910
chr1	164094010	164094410	PROK_LIV_1_164094010_164094410
chr1	165057500	165057690	PROK_LIV_1_165057500_165057690
chr1	165288950	165289130	PROK_LIV_1_165288950_165289130
chr1	165297390	165297650	PROK_LIV_1_165297390_165297650
chr1	167708990	167709260	PROK_LIV_1_167708990_167709260
chr1	170865510	170865820	PROK_LIV_1_170865510_170865820
chr1	170871920	170872680	PROK_LIV_1_170871920_170872680
chr1	170892170	170892560	PROK_LIV_1_170892170_170892560
chr1	170899810	170900160	PROK_LIV_1_170899810_170900160
chr1	170907460	170907880	PROK_LIV_1_170907460_170907880
chr1	171040820	171041030	PROK_LIV_1_171040820_171041030
chr1	171172840	171173050	PROK_LIV_1_171172840_171173050
chr1	171330560	171330760	PROK_LIV_1_171330560_171330760
chr1	171538730	171539310	PROK_LIV_1_171538730_171539310
chr1	172032780	172033080	PROK_LIV_1_172032780_172033080
chr1	175429650	175430170	PROK_LIV_1_175429650_175430170
chr1	175430190	175430380	PROK_LIV_1_175430190_175430380
chr1	175434840	175435150	PROK_LIV_1_175434840_175435150
chr1	175435170	175435430	PROK_LIV_1_175435170_175435430
chr1	175435450	175435810	PROK_LIV_1_175435450_175435810
chr1	175435830	175436060	PROK_LIV_1_175435830_175436060
chr1	175451180	175451730	PROK_LIV_1_175451180_175451730
chr1	175452820	175452990	PROK_LIV_1_175452820_175452990
chr1	178015800	178015990	PROK_LIV_1_178015800_178015990
chr1	180214700	180214900	PROK_LIV_1_180214700_180214900
chr1	180833210	180833860	PROK_LIV_1_180833210_180833860
chr1	181767210	181767470	PROK_LIV_1_181767210_181767470
chr1	182109950	182110190	PROK_LIV_1_182109950_182110190
chr1	183127150	183127650	PROK_LIV_1_183127150_183127650
chr1	183143440	183143830	PROK_LIV_1_183143440_183143830
chr1	183149010	183149500	PROK_LIV_1_183149010_183149500
chr1	183149760	183150140	PROK_LIV_1_183149760_183150140
chr1	184540500	184540870	PROK_LIV_1_184540500_184540870
chr1	184558470	184559140	PROK_LIV_1_184558470_184559140
chr1	184576420	184576780	PROK_LIV_1_184576420_184576780
chr1	184577710	184577890	PROK_LIV_1_184577710_184577890
chr1	184583850	184584110	PROK_LIV_1_184583850_184584110
chr1	184584170	184584390	PROK_LIV_1_184584170_184584390
chr1	184613750	184614010	PROK_LIV_1_184613750_184614010
chr1	191130070	191130220	PROK_LIV_1_191130070_191130220
chr1	192427970	192428240	PROK_LIV_1_192427970_192428240
chr1	192839440	192839790	PROK_LIV_1_192839440_192839790
chr1	192855150	192855590	PROK_LIV_1_192855150_192855590
chr10	4178180	4178370	PROK_LIV_10_4178180_4178370
chr10	7539670	7539850	PROK_LIV_10_7539670_7539850
chr10	7587970	7588220	PROK_LIV_10_7587970_7588220
chr10	8693470	8693750	PROK_LIV_10_8693470_8693750
chr10	8693770	8694080	PROK_LIV_10_8693770_8694080
chr10	8749240	8749770	PROK_LIV_10_8749240_8749770
chr10	14622630	14623230	PROK_LIV_10_14622630_14623230
chr10	18284910	18285160	PROK_LIV_10_18284910_18285160
chr10	18285180	18285640	PROK_LIV_10_18285180_18285640
chr10	19752970	19753280	PROK_LIV_10_19752970_19753280
chr10	19932080	19932410	PROK_LIV_10_19932080_19932410
chr10	20199120	20199440	PROK_LIV_10_20199120_20199440
chr10	21253830	21254080	PROK_LIV_10_21253830_21254080
chr10	22607550	22607740	PROK_LIV_10_22607550_22607740
chr10	23661210	23661570	PROK_LIV_10_23661210_23661570
chr10	23661590	23661910	PROK_LIV_10_23661590_23661910
chr10	23662410	23662760	PROK_LIV_10_23662410_23662760
chr10	24718330	24718570	PROK_LIV_10_24718330_24718570
chr10	25411700	25411890	PROK_LIV_10_25411700_25411890
chr10	33765580	33765800	PROK_LIV_10_33765580_33765800
chr10	39969400	39969920	PROK_LIV_10_39969400_39969920
chr10	39990180	39990580	PROK_LIV_10_39990180_39990580
chr10	40001610	40002120	PROK_LIV_10_40001610_40002120
chr10	40016960	40017350	PROK_LIV_10_40016960_40017350
chr10	40124040	40124660	PROK_LIV_10_40124040_40124660
chr10	41428460	41428700	PROK_LIV_10_41428460_41428700
chr10	42145160	42145600	PROK_LIV_10_42145160_42145600
chr10	42149300	42149570	PROK_LIV_10_42149300_42149570
chr10	42152980	42153260	PROK_LIV_10_42152980_42153260
chr10	42153280	42153510	PROK_LIV_10_42153280_42153510
chr10	43416680	43416800	PROK_LIV_10_43416680_43416800
chr10	47516670	47516930	PROK_LIV_10_47516670_47516930
chr10	47516950	47517710	PROK_LIV_10_47516950_47517710
chr10	47529730	47530630	PROK_LIV_10_47529730_47530630
chr10	53253070	53253370	PROK_LIV_10_53253070_53253370
chr10	53254340	53254690	PROK_LIV_10_53254340_53254690
chr10	53254710	53254900	PROK_LIV_10_53254710_53254900
chr10	53254920	53255230	PROK_LIV_10_53254920_53255230
chr10	53256220	53256400	PROK_LIV_10_53256220_53256400
chr10	53259500	53259650	PROK_LIV_10_53259500_53259650
chr10	53951410	53951670	PROK_LIV_10_53951410_53951670
chr10	57364780	57365130	PROK_LIV_10_57364780_57365130
chr10	57366200	57366500	PROK_LIV_10_57366200_57366500
chr10	59159320	59159700	PROK_LIV_10_59159320_59159700
chr10	59716500	59716710	PROK_LIV_10_59716500_59716710
chr10	61288210	61288440	PROK_LIV_10_61288210_61288440
chr10	61482150	61482310	PROK_LIV_10_61482150_61482310
chr10	62286530	62286950	PROK_LIV_10_62286530_62286950
chr10	62875010	62875420	PROK_LIV_10_62875010_62875420
chr10	62875440	62875660	PROK_LIV_10_62875440_62875660
chr10	62897500	62897690	PROK_LIV_10_62897500_62897690
chr10	62899210	62899530	PROK_LIV_10_62899210_62899530
chr10	62944360	62944520	PROK_LIV_10_62944360_62944520
chr10	63140970	63141300	PROK_LIV_10_63140970_63141300
chr10	67016460	67016790	PROK_LIV_10_67016460_67016790
chr10	67023100	67023350	PROK_LIV_10_67023100_67023350
chr10	67926450	67927080	PROK_LIV_10_67926450_67927080
chr10	67941120	67941340	PROK_LIV_10_67941120_67941340
chr10	67969890	67970130	PROK_LIV_10_67969890_67970130
chr10	68038540	68038890	PROK_LIV_10_68038540_68038890
chr10	68045850	68046440	PROK_LIV_10_68045850_68046440
chr10	68046730	68047040	PROK_LIV_10_68046730_68047040
chr10	68067120	68067540	PROK_LIV_10_68067120_68067540
chr10	68080740	68081160	PROK_LIV_10_68080740_68081160
chr10	68084510	68084910	PROK_LIV_10_68084510_68084910
chr10	68940440	68941150	PROK_LIV_10_68940440_68941150
chr10	69049780	69050240	PROK_LIV_10_69049780_69050240
chr10	71180390	71180520	PROK_LIV_10_71180390_71180520
chr10	71181150	71181430	PROK_LIV_10_71181150_71181430
chr10	75249060	75249300	PROK_LIV_10_75249060_75249300
chr10	75265290	75266020	PROK_LIV_10_75265290_75266020
chr10	75336490	75336770	PROK_LIV_10_75336490_75336770
chr10	75337620	75337880	PROK_LIV_10_75337620_75337880
chr10	75339480	75339890	PROK_LIV_10_75339480_75339890
chr10	75349040	75349300	PROK_LIV_10_75349040_75349300
chr10	75357630	75358010	PROK_LIV_10_75357630_75358010
chr10	75672690	75673070	PROK_LIV_10_75672690_75673070
chr10	75695140	75695700	PROK_LIV_10_75695140_75695700
chr10	75695720	75695920	PROK_LIV_10_75695720_75695920
chr10	75728940	75729350	PROK_LIV_10_75728940_75729350
chr10	77340140	77340460	PROK_LIV_10_77340140_77340460
chr10	77345620	77345710	PROK_LIV_10_77345620_77345710
chr10	77351880	77352150	PROK_LIV_10_77351880_77352150
chr10	78021240	78021510	PROK_LIV_10_78021240_78021510
chr10	78131530	78131940	PROK_LIV_10_78131530_78131940
chr10	78185660	78185860	PROK_LIV_10_78185660_78185860
chr10	79819770	79819960	PROK_LIV_10_79819770_79819960
chr10	79820390	79820560	PROK_LIV_10_79820390_79820560
chr10	80112420	80112800	PROK_LIV_10_80112420_80112800
chr10	80396800	80397280	PROK_LIV_10_80396800_80397280
chr10	80499380	80500080	PROK_LIV_10_80499380_80500080
chr10	80500310	80500710	PROK_LIV_10_80500310_80500710
chr10	80509870	80510200	PROK_LIV_10_80509870_80510200
chr10	80510220	80510570	PROK_LIV_10_80510220_80510570
chr10	80512740	80513000	PROK_LIV_10_80512740_80513000
chr10	80513390	80513580	PROK_LIV_10_80513390_80513580
chr10	80926380	80926850	PROK_LIV_10_80926380_80926850
chr10	80926870	80927280	PROK_LIV_10_80926870_80927280
chr10	80927300	80927810	PROK_LIV_10_80927300_80927810
chr10	80928840	80929050	PROK_LIV_10_80928840_80929050
chr10	80949520	80949860	PROK_LIV_10_80949520_80949860
chr10	81014560	81014890	PROK_LIV_10_81014560_81014890
chr10	81407060	81407280	PROK_LIV_10_81407060_81407280
chr10	81884410	81884610	PROK_LIV_10_81884410_81884610
chr10	82422450	82423120	PROK_LIV_10_82422450_82423120
chr10	82459440	82459630	PROK_LIV_10_82459440_82459630
chr10	82790310	82790630	PROK_LIV_10_82790310_82790630
chr10	84413120	84413680	PROK_LIV_10_84413120_84413680
chr10	84457640	84457940	PROK_LIV_10_84457640_84457940
chr10	84721750	84722000	PROK_LIV_10_84721750_84722000
chr10	85669440	85670090	PROK_LIV_10_85669440_85670090
chr10	86539830	86540320	PROK_LIV_10_86539830_86540320
chr10	86613620	86613840	PROK_LIV_10_86613620_86613840
chr10	86708400	86708750	PROK_LIV_10_86708400_86708750
chr10	86716030	86716320	PROK_LIV_10_86716030_86716320
chr10	88337960	88338310	PROK_LIV_10_88337960_88338310
chr10	88338330	88338670	PROK_LIV_10_88338330_88338670
chr10	88338880	88339060	PROK_LIV_10_88338880_88339060
chr10	93376600	93376800	PROK_LIV_10_93376600_93376800
chr10	93895830	93896610	PROK_LIV_10_93895830_93896610
chr10	93916660	93917100	PROK_LIV_10_93916660_93917100
chr10	93996510	93996840	PROK_LIV_10_93996510_93996840
chr10	94035020	94035390	PROK_LIV_10_94035020_94035390
chr10	95595810	95596780	PROK_LIV_10_95595810_95596780
chr10	95614870	95615310	PROK_LIV_10_95614870_95615310
chr10	95615330	95615410	PROK_LIV_10_95615330_95615410
chr10	95615430	95615760	PROK_LIV_10_95615430_95615760
chr10	95618460	95618910	PROK_LIV_10_95618460_95618910
chr10	95621980	95622380	PROK_LIV_10_95621980_95622380
chr10	95654430	95654970	PROK_LIV_10_95654430_95654970
chr10	95672960	95673370	PROK_LIV_10_95672960_95673370
chr10	105410020	105410140	PROK_LIV_10_105410020_105410140
chr10	111814610	111815160	PROK_LIV_10_111814610_111815160
chr10	115194770	115194970	PROK_LIV_10_115194770_115194970
chr10	116418030	116418220	PROK_LIV_10_116418030_116418220
chr10	117249050	117249290	PROK_LIV_10_117249050_117249290
chr10	121201160	121201390	PROK_LIV_10_121201160_121201390
chr10	121201890	121202320	PROK_LIV_10_121201890_121202320
chr10	121291070	121291390	PROK_LIV_10_121291070_121291390
chr10	121310210	121310380	PROK_LIV_10_121310210_121310380
chr10	121310520	121311160	PROK_LIV_10_121310520_121311160
chr10	121329810	121330150	PROK_LIV_10_121329810_121330150
chr10	122912610	122913010	PROK_LIV_10_122912610_122913010
chr10	125836940	125837260	PROK_LIV_10_125836940_125837260
chr10	127575010	127575120	PROK_LIV_10_127575010_127575120
chr10	127612550	127612920	PROK_LIV_10_127612550_127612920
chr10	127657690	127658060	PROK_LIV_10_127657690_127658060
chr10	127703380	127703540	PROK_LIV_10_127703380_127703540
chr10	127752550	127752840	PROK_LIV_10_127752550_127752840
chr10	127772110	127772440	PROK_LIV_10_127772110_127772440
chr10	127787740	127787960	PROK_LIV_10_127787740_127787960
chr10	127798570	127798790	PROK_LIV_10_127798570_127798790
chr10	127828840	127829220	PROK_LIV_10_127828840_127829220
chr10	127840840	127841320	PROK_LIV_10_127840840_127841320
chr10	127841340	127841590	PROK_LIV_10_127841340_127841590
chr10	127843170	127843340	PROK_LIV_10_127843170_127843340
chr10	127919610	127920080	PROK_LIV_10_127919610_127920080
chr10	128138710	128138890	PROK_LIV_10_128138710_128138890
chr10	128384630	128384830	PROK_LIV_10_128384630_128384830
chr10	128402430	128402720	PROK_LIV_10_128402430_128402720
chr10	128413540	128413840	PROK_LIV_10_128413540_128413840
chr10	128664220	128664600	PROK_LIV_10_128664220_128664600
chr10	128796520	128796670	PROK_LIV_10_128796520_128796670
chr10	128810120	128810350	PROK_LIV_10_128810120_128810350
chr10	128810530	128810850	PROK_LIV_10_128810530_128810850
chr10	128811120	128811340	PROK_LIV_10_128811120_128811340
chr10	128814800	128815140	PROK_LIV_10_128814800_128815140
chr10	129225670	129226060	PROK_LIV_10_129225670_129226060
chr11	4079270	4079730	PROK_LIV_11_4079270_4079730
chr11	4314640	4314970	PROK_LIV_11_4314640_4314970
chr11	5049800	5049930	PROK_LIV_11_5049800_5049930
chr11	5443590	5443820	PROK_LIV_11_5443590_5443820
chr11	5955430	5955980	PROK_LIV_11_5955430_5955980
chr11	5956000	5956490	PROK_LIV_11_5956000_5956490
chr11	5956510	5956850	PROK_LIV_11_5956510_5956850
chr11	5957900	5958240	PROK_LIV_11_5957900_5958240
chr11	5960520	5960770	PROK_LIV_11_5960520_5960770
chr11	5960790	5961260	PROK_LIV_11_5960790_5961260
chr11	5961280	5961700	PROK_LIV_11_5961280_5961700
chr11	5962600	5962970	PROK_LIV_11_5962600_5962970
chr11	5962990	5963370	PROK_LIV_11_5962990_5963370
chr11	6217950	6218320	PROK_LIV_11_6217950_6218320
chr11	6281090	6281410	PROK_LIV_11_6281090_6281410
chr11	6425540	6425890	PROK_LIV_11_6425540_6425890
chr11	6705420	6705530	PROK_LIV_11_6705420_6705530
chr11	7148280	7148500	PROK_LIV_11_7148280_7148500
chr11	7148520	7148840	PROK_LIV_11_7148520_7148840
chr11	13113860	13114180	PROK_LIV_11_13113860_13114180
chr11	16454570	16454800	PROK_LIV_11_16454570_16454800
chr11	16651010	16651320	PROK_LIV_11_16651010_16651320
chr11	16651680	16652560	PROK_LIV_11_16651680_16652560
chr11	16652970	16653630	PROK_LIV_11_16652970_16653630
chr11	16716540	16717000	PROK_LIV_11_16716540_16717000
chr11	16719220	16719610	PROK_LIV_11_16719220_16719610
chr11	16750140	16750440	PROK_LIV_11_16750140_16750440
chr11	16750460	16751040	PROK_LIV_11_16750460_16751040
chr11	16753040	16753360	PROK_LIV_11_16753040_16753360
chr11	16753380	16753710	PROK_LIV_11_16753380_16753710
chr11	16753730	16754460	PROK_LIV_11_16753730_16754460
chr11	16765950	16766210	PROK_LIV_11_16765950_16766210
chr11	16770220	16770550	PROK_LIV_11_16770220_16770550
chr11	21317010	21317380	PROK_LIV_11_21317010_21317380
chr11	21318460	21318820	PROK_LIV_11_21318460_21318820
chr11	21319150	21319510	PROK_LIV_11_21319150_21319510
chr11	21320110	21320310	PROK_LIV_11_21320110_21320310
chr11	21346250	21346770	PROK_LIV_11_21346250_21346770
chr11	21348850	21349030	PROK_LIV_11_21348850_21349030
chr11	21521500	21521670	PROK_LIV_11_21521500_21521670
chr11	23013140	23013500	PROK_LIV_11_23013140_23013500
chr11	23447390	23447740	PROK_LIV_11_23447390_23447740
chr11	32455920	32456190	PROK_LIV_11_32455920_32456190
chr11	48692650	48692840	PROK_LIV_11_48692650_48692840
chr11	48692860	48693320	PROK_LIV_11_48692860_48693320
chr11	48693340	48693980	PROK_LIV_11_48693340_48693980
chr11	48694020	48694390	PROK_LIV_11_48694020_48694390
chr11	48708520	48708740	PROK_LIV_11_48708520_48708740
chr11	48724980	48725190	PROK_LIV_11_48724980_48725190
chr11	50065140	50065380	PROK_LIV_11_50065140_50065380
chr11	50065800	50065990	PROK_LIV_11_50065800_50065990
chr11	50103850	50104290	PROK_LIV_11_50103850_50104290
chr11	51154120	51154310	PROK_LIV_11_51154120_51154310
chr11	51154710	51154870	PROK_LIV_11_51154710_51154870
chr11	51497280	51497540	PROK_LIV_11_51497280_51497540
chr11	51628660	51628840	PROK_LIV_11_51628660_51628840
chr11	51655670	51655950	PROK_LIV_11_51655670_51655950
chr11	51698070	51698390	PROK_LIV_11_51698070_51698390
chr11	51767520	51767720	PROK_LIV_11_51767520_51767720
chr11	51894470	51894770	PROK_LIV_11_51894470_51894770
chr11	53190860	53191090	PROK_LIV_11_53190860_53191090
chr11	53242040	53242190	PROK_LIV_11_53242040_53242190
chr11	54329150	54329350	PROK_LIV_11_54329150_54329350
chr11	58192660	58192910	PROK_LIV_11_58192660_58192910
chr11	58867970	58868250	PROK_LIV_11_58867970_58868250
chr11	59291180	59291400	PROK_LIV_11_59291180_59291400
chr11	59396580	59396640	PROK_LIV_11_59396580_59396640
chr11	60230280	60230560	PROK_LIV_11_60230280_60230560
chr11	61155370	61155690	PROK_LIV_11_61155370_61155690
chr11	62493810	62494020	PROK_LIV_11_62493810_62494020
chr11	62494040	62494390	PROK_LIV_11_62494040_62494390
chr11	63812710	63812920	PROK_LIV_11_63812710_63812920
chr11	66916120	66916300	PROK_LIV_11_66916120_66916300
chr11	68963660	68964450	PROK_LIV_11_68963660_68964450
chr11	68989470	68989830	PROK_LIV_11_68989470_68989830
chr11	69009610	69009910	PROK_LIV_11_69009610_69009910
chr11	69309210	69309470	PROK_LIV_11_69309210_69309470
chr11	69559610	69559930	PROK_LIV_11_69559610_69559930
chr11	69560410	69560800	PROK_LIV_11_69560410_69560800
chr11	69561640	69561920	PROK_LIV_11_69561640_69561920
chr11	70604020	70604520	PROK_LIV_11_70604020_70604520
chr11	70735720	70735950	PROK_LIV_11_70735720_70735950
chr11	72579110	72579390	PROK_LIV_11_72579110_72579390
chr11	74796320	74796590	PROK_LIV_11_74796320_74796590
chr11	74980770	74981010	PROK_LIV_11_74980770_74981010
chr11	75329980	75330210	PROK_LIV_11_75329980_75330210
chr11	75652350	75652730	PROK_LIV_11_75652350_75652730
chr11	76819020	76819410	PROK_LIV_11_76819020_76819410
chr11	77184310	77185000	PROK_LIV_11_77184310_77185000
chr11	77497970	77498250	PROK_LIV_11_77497970_77498250
chr11	77784310	77784480	PROK_LIV_11_77784310_77784480
chr11	78026090	78026500	PROK_LIV_11_78026090_78026500
chr11	78056020	78056210	PROK_LIV_11_78056020_78056210
chr11	78067710	78068030	PROK_LIV_11_78067710_78068030
chr11	78069690	78069860	PROK_LIV_11_78069690_78069860
chr11	78072060	78072440	PROK_LIV_11_78072060_78072440
chr11	78072460	78073030	PROK_LIV_11_78072460_78073030
chr11	78079710	78079920	PROK_LIV_11_78079710_78079920
chr11	78129590	78129890	PROK_LIV_11_78129590_78129890
chr11	79127170	79127420	PROK_LIV_11_79127170_79127420
chr11	79828630	79828920	PROK_LIV_11_79828630_79828920
chr11	80074240	80074400	PROK_LIV_11_80074240_80074400
chr11	80275260	80275430	PROK_LIV_11_80275260_80275430
chr11	83162200	83162560	PROK_LIV_11_83162200_83162560
chr11	83184880	83185110	PROK_LIV_11_83184880_83185110
chr11	83364100	83364290	PROK_LIV_11_83364100_83364290
chr11	86486820	86487510	PROK_LIV_11_86486820_86487510
chr11	86623830	86624130	PROK_LIV_11_86623830_86624130
chr11	86706940	86707580	PROK_LIV_11_86706940_86707580
chr11	86842900	86843210	PROK_LIV_11_86842900_86843210
chr11	87360040	87360300	PROK_LIV_11_87360040_87360300
chr11	87483380	87483580	PROK_LIV_11_87483380_87483580
chr11	87500520	87500920	PROK_LIV_11_87500520_87500920
chr11	88786160	88786740	PROK_LIV_11_88786160_88786740
chr11	90142910	90143180	PROK_LIV_11_90142910_90143180
chr11	94050740	94050930	PROK_LIV_11_94050740_94050930
chr11	94931670	94931780	PROK_LIV_11_94931670_94931780
chr11	95557430	95557630	PROK_LIV_11_95557430_95557630
chr11	97132030	97132370	PROK_LIV_11_97132030_97132370
chr11	97672450	97672790	PROK_LIV_11_97672450_97672790
chr11	98338760	98338930	PROK_LIV_11_98338760_98338930
chr11	98348160	98348700	PROK_LIV_11_98348160_98348700
chr11	98665150	98665460	PROK_LIV_11_98665150_98665460
chr11	98673790	98673930	PROK_LIV_11_98673790_98673930
chr11	98685120	98685380	PROK_LIV_11_98685120_98685380
chr11	98937650	98937840	PROK_LIV_11_98937650_98937840
chr11	98954600	98954910	PROK_LIV_11_98954600_98954910
chr11	99101200	99101580	PROK_LIV_11_99101200_99101580
chr11	100210900	100211100	PROK_LIV_11_100210900_100211100
chr11	100213530	100213920	PROK_LIV_11_100213530_100213920
chr11	100700230	100700570	PROK_LIV_11_100700230_100700570
chr11	100703850	100704140	PROK_LIV_11_100703850_100704140
chr11	100705160	100705710	PROK_LIV_11_100705160_100705710
chr11	100710190	100710590	PROK_LIV_11_100710190_100710590
chr11	100713060	100713240	PROK_LIV_11_100713060_100713240
chr11	100809670	100810020	PROK_LIV_11_100809670_100810020
chr11	100829370	100829680	PROK_LIV_11_100829370_100829680
chr11	101259310	101259900	PROK_LIV_11_101259310_101259900
chr11	101260890	101261470	PROK_LIV_11_101260890_101261470
chr11	101261490	101262020	PROK_LIV_11_101261490_101262020
