chr	start	end	ID
chr1	64160410	64160660	PROK_LIV_1_64160410_64160660
chr1	64161370	64161670	PROK_LIV_1_64161370_64161670
chr1	64571680	64572360	PROK_LIV_1_64571680_64572360
chr1	64729890	64730190	PROK_LIV_1_64729890_64730190
chr1	64792050	64792530	PROK_LIV_1_64792050_64792530
chr1	64995810	64996140	PROK_LIV_1_64995810_64996140
chr1	66103150	66103830	PROK_LIV_1_66103150_66103830
chr1	66739600	66740120	PROK_LIV_1_66739600_66740120
chr1	66856610	66857020	PROK_LIV_1_66856610_66857020
chr1	66888560	66888700	PROK_LIV_1_66888560_66888700
chr1	66902330	66902740	PROK_LIV_1_66902330_66902740
chr1	67101170	67101230	PROK_LIV_1_67101170_67101230
chr1	67141700	67142000	PROK_LIV_1_67141700_67142000
chr1	67152440	67153160	PROK_LIV_1_67152440_67153160
chr1	67153180	67153370	PROK_LIV_1_67153180_67153370
chr1	69145170	69145550	PROK_LIV_1_69145170_69145550
chr1	71141540	71141780	PROK_LIV_1_71141540_71141780
chr1	71142000	71142250	PROK_LIV_1_71142000_71142250
chr1	71596020	71596480	PROK_LIV_1_71596020_71596480
chr1	71671970	71672420	PROK_LIV_1_71671970_71672420
chr1	71691500	71691900	PROK_LIV_1_71691500_71691900
chr1	71926080	71926390	PROK_LIV_1_71926080_71926390
chr1	71926720	71927350	PROK_LIV_1_71926720_71927350
chr1	72051890	72052200	PROK_LIV_1_72051890_72052200
chr1	72172580	72172790	PROK_LIV_1_72172580_72172790
chr1	72249450	72249830	PROK_LIV_1_72249450_72249830
chr1	72275500	72275730	PROK_LIV_1_72275500_72275730
chr1	72276380	72276560	PROK_LIV_1_72276380_72276560
chr1	72282850	72283200	PROK_LIV_1_72282850_72283200
chr1	72293390	72293600	PROK_LIV_1_72293390_72293600
chr1	72293620	72293930	PROK_LIV_1_72293620_72293930
chr1	72622060	72622540	PROK_LIV_1_72622060_72622540
chr1	72848900	72849150	PROK_LIV_1_72848900_72849150
chr1	72864650	72864930	PROK_LIV_1_72864650_72864930
chr1	72865660	72866230	PROK_LIV_1_72865660_72866230
chr1	72876420	72876680	PROK_LIV_1_72876420_72876680
chr1	72881650	72882310	PROK_LIV_1_72881650_72882310
chr1	72882330	72882730	PROK_LIV_1_72882330_72882730
chr1	72885130	72885400	PROK_LIV_1_72885130_72885400
chr1	72909300	72909770	PROK_LIV_1_72909300_72909770
chr1	73968270	73969020	PROK_LIV_1_73968270_73969020
chr1	74026980	74027310	PROK_LIV_1_74026980_74027310
chr1	74082800	74083240	PROK_LIV_1_74082800_74083240
chr1	74107800	74108300	PROK_LIV_1_74107800_74108300
chr1	74108320	74108510	PROK_LIV_1_74108320_74108510
chr1	74235740	74236120	PROK_LIV_1_74235740_74236120
chr1	74323700	74324310	PROK_LIV_1_74323700_74324310
chr1	74343200	74343620	PROK_LIV_1_74343200_74343620
chr1	74343640	74343970	PROK_LIV_1_74343640_74343970
chr1	74374350	74374620	PROK_LIV_1_74374350_74374620
chr1	74382730	74383000	PROK_LIV_1_74382730_74383000
chr1	74425930	74426340	PROK_LIV_1_74425930_74426340
chr1	74430300	74431090	PROK_LIV_1_74430300_74431090
chr1	74544860	74545300	PROK_LIV_1_74544860_74545300
chr1	74627160	74627590	PROK_LIV_1_74627160_74627590
chr1	74640430	74640730	PROK_LIV_1_74640430_74640730
chr1	74760810	74761340	PROK_LIV_1_74760810_74761340
chr1	74855680	74855810	PROK_LIV_1_74855680_74855810
chr1	74990300	74990700	PROK_LIV_1_74990300_74990700
chr1	75118600	75118850	PROK_LIV_1_75118600_75118850
chr1	75129460	75129960	PROK_LIV_1_75129460_75129960
chr1	75168490	75168940	PROK_LIV_1_75168490_75168940
chr1	75168960	75169160	PROK_LIV_1_75168960_75169160
chr1	75187280	75187600	PROK_LIV_1_75187280_75187600
chr1	75212630	75212770	PROK_LIV_1_75212630_75212770
chr1	75293870	75294190	PROK_LIV_1_75293870_75294190
chr1	75294550	75294670	PROK_LIV_1_75294550_75294670
chr1	75412350	75412720	PROK_LIV_1_75412350_75412720
chr1	75497990	75498300	PROK_LIV_1_75497990_75498300
chr1	78465640	78465930	PROK_LIV_1_78465640_78465930
chr1	78639670	78640170	PROK_LIV_1_78639670_78640170
chr1	79753510	79753940	PROK_LIV_1_79753510_79753940
chr1	82702370	82702740	PROK_LIV_1_82702370_82702740
chr1	84218880	84219670	PROK_LIV_1_84218880_84219670
chr1	84257790	84258230	PROK_LIV_1_84257790_84258230
chr1	84262190	84262560	PROK_LIV_1_84262190_84262560
chr1	85177050	85177460	PROK_LIV_1_85177050_85177460
chr1	85454050	85454540	PROK_LIV_1_85454050_85454540
chr1	85486630	85486840	PROK_LIV_1_85486630_85486840
chr1	85577480	85577930	PROK_LIV_1_85577480_85577930
chr1	85720920	85721270	PROK_LIV_1_85720920_85721270
chr1	85822080	85822400	PROK_LIV_1_85822080_85822400
chr1	86103700	86104240	PROK_LIV_1_86103700_86104240
chr1	86279800	86280000	PROK_LIV_1_86279800_86280000
chr1	86362060	86362470	PROK_LIV_1_86362060_86362470
chr1	86414960	86415610	PROK_LIV_1_86414960_86415610
chr1	86431450	86432060	PROK_LIV_1_86431450_86432060
chr1	86631200	86631790	PROK_LIV_1_86631200_86631790
chr1	87141210	87141800	PROK_LIV_1_87141210_87141800
chr1	87169460	87169960	PROK_LIV_1_87169460_87169960
chr1	87780770	87781120	PROK_LIV_1_87780770_87781120
chr1	87935700	87935890	PROK_LIV_1_87935700_87935890
chr1	88205180	88205590	PROK_LIV_1_88205180_88205590
chr1	88205610	88205920	PROK_LIV_1_88205610_88205920
chr1	88205940	88206300	PROK_LIV_1_88205940_88206300
chr1	88215170	88215530	PROK_LIV_1_88215170_88215530
chr1	88334430	88334890	PROK_LIV_1_88334430_88334890
chr1	88629750	88630070	PROK_LIV_1_88629750_88630070
chr1	88997610	88997860	PROK_LIV_1_88997610_88997860
chr1	90530920	90531330	PROK_LIV_1_90530920_90531330
chr1	90980630	90981000	PROK_LIV_1_90980630_90981000
chr1	91177840	91178170	PROK_LIV_1_91177840_91178170
chr1	91326370	91326920	PROK_LIV_1_91326370_91326920
chr1	91339940	91340270	PROK_LIV_1_91339940_91340270
chr1	91340290	91340590	PROK_LIV_1_91340290_91340590
chr1	91340610	91340790	PROK_LIV_1_91340610_91340790
chr1	91340810	91341220	PROK_LIV_1_91340810_91341220
chr1	91370350	91370700	PROK_LIV_1_91370350_91370700
chr1	91386580	91386860	PROK_LIV_1_91386580_91386860
chr1	91386880	91387260	PROK_LIV_1_91386880_91387260
chr1	91393160	91393490	PROK_LIV_1_91393160_91393490
chr1	91422120	91422490	PROK_LIV_1_91422120_91422490
chr1	91467970	91468310	PROK_LIV_1_91467970_91468310
chr1	91468330	91468660	PROK_LIV_1_91468330_91468660
chr1	91610690	91611180	PROK_LIV_1_91610690_91611180
chr1	92108490	92108780	PROK_LIV_1_92108490_92108780
chr1	92569550	92569940	PROK_LIV_1_92569550_92569940
chr1	92838240	92838650	PROK_LIV_1_92838240_92838650
chr1	93233490	93233830	PROK_LIV_1_93233490_93233830
chr1	93271090	93271440	PROK_LIV_1_93271090_93271440
chr1	93406410	93407060	PROK_LIV_1_93406410_93407060
chr1	93563230	93563820	PROK_LIV_1_93563230_93563820
chr1	93729470	93729920	PROK_LIV_1_93729470_93729920
chr1	93731840	93732330	PROK_LIV_1_93731840_93732330
chr1	93786030	93786340	PROK_LIV_1_93786030_93786340
chr1	94699730	94700170	PROK_LIV_1_94699730_94700170
chr1	95241110	95241530	PROK_LIV_1_95241110_95241530
chr1	97588200	97588780	PROK_LIV_1_97588200_97588780
chr1	97589260	97589570	PROK_LIV_1_97589260_97589570
chr1	97698950	97699180	PROK_LIV_1_97698950_97699180
chr1	97706310	97706520	PROK_LIV_1_97706310_97706520
chr1	105591290	105591710	PROK_LIV_1_105591290_105591710
chr1	105899710	105899930	PROK_LIV_1_105899710_105899930
chr1	106100920	106101430	PROK_LIV_1_106100920_106101430
chr1	118249310	118249680	PROK_LIV_1_118249310_118249680
chr1	119432230	119432880	PROK_LIV_1_119432230_119432880
chr1	119453630	119454000	PROK_LIV_1_119453630_119454000
chr1	119576570	119577030	PROK_LIV_1_119576570_119577030
chr1	119840680	119841140	PROK_LIV_1_119840680_119841140
chr1	120001360	120001700	PROK_LIV_1_120001360_120001700
chr1	120192820	120193230	PROK_LIV_1_120192820_120193230
chr1	121495320	121495520	PROK_LIV_1_121495320_121495520
chr1	121749020	121749240	PROK_LIV_1_121749020_121749240
chr1	122896700	122897100	PROK_LIV_1_122896700_122897100
chr1	125488460	125488910	PROK_LIV_1_125488460_125488910
chr1	127210300	127210540	PROK_LIV_1_127210300_127210540
chr1	127657350	127657700	PROK_LIV_1_127657350_127657700
chr1	127658730	127659200	PROK_LIV_1_127658730_127659200
chr1	127662910	127663600	PROK_LIV_1_127662910_127663600
chr1	127677980	127678310	PROK_LIV_1_127677980_127678310
chr1	127678330	127678870	PROK_LIV_1_127678330_127678870
chr1	127796240	127796570	PROK_LIV_1_127796240_127796570
chr1	128030680	128031190	PROK_LIV_1_128030680_128031190
chr1	128344980	128345510	PROK_LIV_1_128344980_128345510
chr1	130390350	130390690	PROK_LIV_1_130390350_130390690
chr1	130689300	130689700	PROK_LIV_1_130689300_130689700
chr1	130691410	130692400	PROK_LIV_1_130691410_130692400
chr1	131017860	131018290	PROK_LIV_1_131017860_131018290
chr1	131025430	131025800	PROK_LIV_1_131025430_131025800
chr1	131080640	131081070	PROK_LIV_1_131080640_131081070
chr1	131172750	131173130	PROK_LIV_1_131172750_131173130
chr1	131454130	131454430	PROK_LIV_1_131454130_131454430
chr1	131454960	131455380	PROK_LIV_1_131454960_131455380
chr1	131455780	131456210	PROK_LIV_1_131455780_131456210
chr1	131838540	131838720	PROK_LIV_1_131838540_131838720
chr1	131839160	131839370	PROK_LIV_1_131839160_131839370
chr1	131935640	131936210	PROK_LIV_1_131935640_131936210
chr1	132067030	132067290	PROK_LIV_1_132067030_132067290
chr1	132225990	132226520	PROK_LIV_1_132225990_132226520
chr1	132404660	132405180	PROK_LIV_1_132404660_132405180
chr1	132575680	132576140	PROK_LIV_1_132575680_132576140
chr1	132952970	132953310	PROK_LIV_1_132952970_132953310
chr1	132961800	132962010	PROK_LIV_1_132961800_132962010
chr1	133031420	133031600	PROK_LIV_1_133031420_133031600
chr1	133046000	133046370	PROK_LIV_1_133046000_133046370
chr1	133049020	133049480	PROK_LIV_1_133049020_133049480
chr1	133352030	133352450	PROK_LIV_1_133352030_133352450
chr1	133592190	133592490	PROK_LIV_1_133592190_133592490
chr1	133592810	133593170	PROK_LIV_1_133592810_133593170
chr1	133621910	133622380	PROK_LIV_1_133621910_133622380
chr1	133988540	133988930	PROK_LIV_1_133988540_133988930
chr1	133991540	133991800	PROK_LIV_1_133991540_133991800
chr1	133992900	133993490	PROK_LIV_1_133992900_133993490
chr1	134006530	134006750	PROK_LIV_1_134006530_134006750
chr1	134162460	134162830	PROK_LIV_1_134162460_134162830
chr1	134165180	134165580	PROK_LIV_1_134165180_134165580
chr1	134289560	134289930	PROK_LIV_1_134289560_134289930
chr1	134342870	134343290	PROK_LIV_1_134342870_134343290
chr1	134382970	134383400	PROK_LIV_1_134382970_134383400
chr1	134422120	134422470	PROK_LIV_1_134422120_134422470
chr1	134484580	134485080	PROK_LIV_1_134484580_134485080
chr1	134890090	134890400	PROK_LIV_1_134890090_134890400
chr1	135615730	135616260	PROK_LIV_1_135615730_135616260
chr1	135656680	135657020	PROK_LIV_1_135656680_135657020
chr1	135746370	135746780	PROK_LIV_1_135746370_135746780
chr1	136156640	136157080	PROK_LIV_1_136156640_136157080
chr1	136273710	136274100	PROK_LIV_1_136273710_136274100
chr1	136342620	136343160	PROK_LIV_1_136342620_136343160
chr1	136343180	136343620	PROK_LIV_1_136343180_136343620
chr1	136553600	136554060	PROK_LIV_1_136553600_136554060
chr1	136560640	136561000	PROK_LIV_1_136560640_136561000
chr1	136561060	136561350	PROK_LIV_1_136561060_136561350
chr1	136597660	136598050	PROK_LIV_1_136597660_136598050
chr1	136626050	136626570	PROK_LIV_1_136626050_136626570
chr1	136894410	136894800	PROK_LIV_1_136894410_136894800
chr1	138547230	138547280	PROK_LIV_1_138547230_138547280
chr1	138891230	138891610	PROK_LIV_1_138891230_138891610
chr1	139349740	139350340	PROK_LIV_1_139349740_139350340
chr1	139382100	139382450	PROK_LIV_1_139382100_139382450
chr1	139589100	139589400	PROK_LIV_1_139589100_139589400
chr1	139589420	139589760	PROK_LIV_1_139589420_139589760
chr1	139707410	139707940	PROK_LIV_1_139707410_139707940
chr1	139979930	139980480	PROK_LIV_1_139979930_139980480
chr1	139986610	139987090	PROK_LIV_1_139986610_139987090
chr1	140128160	140128440	PROK_LIV_1_140128160_140128440
chr1	140132800	140133030	PROK_LIV_1_140132800_140133030
chr1	143578430	143578970	PROK_LIV_1_143578430_143578970
chr1	149463760	149464030	PROK_LIV_1_149463760_149464030
chr1	150937740	150938080	PROK_LIV_1_150937740_150938080
chr1	150997580	150998000	PROK_LIV_1_150997580_150998000
chr1	151216990	151217630	PROK_LIV_1_151216990_151217630
chr1	151219760	151219920	PROK_LIV_1_151219760_151219920
chr1	151220650	151220850	PROK_LIV_1_151220650_151220850
chr1	151630270	151630600	PROK_LIV_1_151630270_151630600
chr1	151630620	151630960	PROK_LIV_1_151630620_151630960
chr1	152262270	152262680	PROK_LIV_1_152262270_152262680
chr1	152500770	152501210	PROK_LIV_1_152500770_152501210
chr1	152778250	152778720	PROK_LIV_1_152778250_152778720
chr1	153615800	153616380	PROK_LIV_1_153615800_153616380
chr1	153814730	153815250	PROK_LIV_1_153814730_153815250
chr1	154958960	154959530	PROK_LIV_1_154958960_154959530
chr1	155034150	155034580	PROK_LIV_1_155034150_155034580
chr1	156351320	156351690	PROK_LIV_1_156351320_156351690
chr1	156385960	156386480	PROK_LIV_1_156385960_156386480
chr1	156501810	156502080	PROK_LIV_1_156501810_156502080
chr1	157285910	157286250	PROK_LIV_1_157285910_157286250
chr1	157330690	157330980	PROK_LIV_1_157330690_157330980
chr1	160040260	160040790	PROK_LIV_1_160040260_160040790
chr1	160805780	160805960	PROK_LIV_1_160805780_160805960
chr1	160807590	160808000	PROK_LIV_1_160807590_160808000
chr1	160862970	160863430	PROK_LIV_1_160862970_160863430
chr1	160865160	160865460	PROK_LIV_1_160865160_160865460
chr1	160903550	160903760	PROK_LIV_1_160903550_160903760
chr1	162375920	162376410	PROK_LIV_1_162375920_162376410
chr1	162397840	162398300	PROK_LIV_1_162397840_162398300
chr1	163231110	163231460	PROK_LIV_1_163231110_163231460
chr1	163978640	163978890	PROK_LIV_1_163978640_163978890
chr1	163980190	163980380	PROK_LIV_1_163980190_163980380
chr1	164050490	164050820	PROK_LIV_1_164050490_164050820
chr1	164075620	164075910	PROK_LIV_1_164075620_164075910
chr1	164094010	164094410	PROK_LIV_1_164094010_164094410
chr1	164285810	164286190	PROK_LIV_1_164285810_164286190
chr1	164286460	164286770	PROK_LIV_1_164286460_164286770
chr1	164287170	164287390	PROK_LIV_1_164287170_164287390
chr1	164615370	164615810	PROK_LIV_1_164615370_164615810
chr1	165021770	165022250	PROK_LIV_1_165021770_165022250
chr1	165057500	165057690	PROK_LIV_1_165057500_165057690
chr1	165288950	165289130	PROK_LIV_1_165288950_165289130
chr1	165297390	165297650	PROK_LIV_1_165297390_165297650
chr1	165535550	165535980	PROK_LIV_1_165535550_165535980
chr1	166206120	166207020	PROK_LIV_1_166206120_166207020
chr1	167221200	167221560	PROK_LIV_1_167221200_167221560
chr1	167708990	167709260	PROK_LIV_1_167708990_167709260
chr1	169796630	169797090	PROK_LIV_1_169796630_169797090
chr1	170042820	170043200	PROK_LIV_1_170042820_170043200
chr1	170083170	170083800	PROK_LIV_1_170083170_170083800
chr1	170417260	170417670	PROK_LIV_1_170417260_170417670
chr1	170712980	170713320	PROK_LIV_1_170712980_170713320
chr1	170865510	170865820	PROK_LIV_1_170865510_170865820
chr1	170871920	170872680	PROK_LIV_1_170871920_170872680
chr1	170892170	170892560	PROK_LIV_1_170892170_170892560
chr1	170899810	170900160	PROK_LIV_1_170899810_170900160
chr1	170907460	170907880	PROK_LIV_1_170907460_170907880
chr1	170941140	170941890	PROK_LIV_1_170941140_170941890
chr1	170978040	170978360	PROK_LIV_1_170978040_170978360
chr1	171040820	171041030	PROK_LIV_1_171040820_171041030
chr1	171157020	171157290	PROK_LIV_1_171157020_171157290
chr1	171172840	171173050	PROK_LIV_1_171172840_171173050
chr1	171330560	171330760	PROK_LIV_1_171330560_171330760
chr1	171538730	171539310	PROK_LIV_1_171538730_171539310
chr1	172032780	172033080	PROK_LIV_1_172032780_172033080
chr1	172139660	172140050	PROK_LIV_1_172139660_172140050
chr1	172327580	172327920	PROK_LIV_1_172327580_172327920
chr1	172460310	172460360	PROK_LIV_1_172460310_172460360
chr1	172524990	172525350	PROK_LIV_1_172524990_172525350
chr1	172722390	172722990	PROK_LIV_1_172722390_172722990
chr1	172817650	172818080	PROK_LIV_1_172817650_172818080
chr1	173569250	173569570	PROK_LIV_1_173569250_173569570
chr1	173630170	173630660	PROK_LIV_1_173630170_173630660
chr1	173707610	173708250	PROK_LIV_1_173707610_173708250
chr1	173769920	173770500	PROK_LIV_1_173769920_173770500
chr1	175429650	175430170	PROK_LIV_1_175429650_175430170
chr1	175430190	175430380	PROK_LIV_1_175430190_175430380
chr1	175434840	175435150	PROK_LIV_1_175434840_175435150
chr1	175435170	175435430	PROK_LIV_1_175435170_175435430
chr1	175435450	175435810	PROK_LIV_1_175435450_175435810
chr1	175435830	175436060	PROK_LIV_1_175435830_175436060
chr1	175451180	175451730	PROK_LIV_1_175451180_175451730
chr1	175452820	175452990	PROK_LIV_1_175452820_175452990
chr1	175520110	175520560	PROK_LIV_1_175520110_175520560
chr1	175520580	175520700	PROK_LIV_1_175520580_175520700
chr1	176642080	176642520	PROK_LIV_1_176642080_176642520
chr1	177269720	177270000	PROK_LIV_1_177269720_177270000
chr1	178015800	178015990	PROK_LIV_1_178015800_178015990
chr1	178165150	178165660	PROK_LIV_1_178165150_178165660
chr1	178196870	178197230	PROK_LIV_1_178196870_178197230
chr1	179495530	179496000	PROK_LIV_1_179495530_179496000
chr1	179633320	179633650	PROK_LIV_1_179633320_179633650
chr1	179787250	179787690	PROK_LIV_1_179787250_179787690
chr1	180043990	180044440	PROK_LIV_1_180043990_180044440
chr1	180157760	180158140	PROK_LIV_1_180157760_180158140
chr1	180192690	180193040	PROK_LIV_1_180192690_180193040
chr1	180214700	180214900	PROK_LIV_1_180214700_180214900
chr1	180396210	180396620	PROK_LIV_1_180396210_180396620
chr1	180468700	180469050	PROK_LIV_1_180468700_180469050
chr1	180553380	180553750	PROK_LIV_1_180553380_180553750
chr1	180596100	180596420	PROK_LIV_1_180596100_180596420
chr1	180731530	180731970	PROK_LIV_1_180731530_180731970
chr1	180808900	180809270	PROK_LIV_1_180808900_180809270
chr1	180833210	180833860	PROK_LIV_1_180833210_180833860
chr1	180844960	180845460	PROK_LIV_1_180844960_180845460
chr1	180862900	180863270	PROK_LIV_1_180862900_180863270
chr1	180971580	180972100	PROK_LIV_1_180971580_180972100
chr1	181039400	181039930	PROK_LIV_1_181039400_181039930
chr1	181669780	181670240	PROK_LIV_1_181669780_181670240
chr1	181767210	181767470	PROK_LIV_1_181767210_181767470
chr1	182002260	182002490	PROK_LIV_1_182002260_182002490
chr1	182098660	182099060	PROK_LIV_1_182098660_182099060
chr1	182109950	182110190	PROK_LIV_1_182109950_182110190
chr1	182344890	182345250	PROK_LIV_1_182344890_182345250
chr1	182784890	182785470	PROK_LIV_1_182784890_182785470
chr1	182787720	182788170	PROK_LIV_1_182787720_182788170
chr1	183127150	183127650	PROK_LIV_1_183127150_183127650
chr1	183143440	183143830	PROK_LIV_1_183143440_183143830
chr1	183149010	183149500	PROK_LIV_1_183149010_183149500
chr1	183149760	183150140	PROK_LIV_1_183149760_183150140
chr1	184464590	184465080	PROK_LIV_1_184464590_184465080
chr1	184540500	184540870	PROK_LIV_1_184540500_184540870
chr1	184558470	184559140	PROK_LIV_1_184558470_184559140
chr1	184576420	184576780	PROK_LIV_1_184576420_184576780
chr1	184577710	184577890	PROK_LIV_1_184577710_184577890
chr1	184583850	184584110	PROK_LIV_1_184583850_184584110
chr1	184584170	184584390	PROK_LIV_1_184584170_184584390
chr1	184613750	184614010	PROK_LIV_1_184613750_184614010
chr1	184935910	184936500	PROK_LIV_1_184935910_184936500
chr1	185186600	185187240	PROK_LIV_1_185186600_185187240
chr1	185187260	185187710	PROK_LIV_1_185187260_185187710
chr1	185188590	185189090	PROK_LIV_1_185188590_185189090
chr1	185849360	185849740	PROK_LIV_1_185849360_185849740
chr1	186947350	186947850	PROK_LIV_1_186947350_186947850
chr1	189654340	189654900	PROK_LIV_1_189654340_189654900
chr1	189879880	189880480	PROK_LIV_1_189879880_189880480
chr1	189900210	189900600	PROK_LIV_1_189900210_189900600
chr1	189901880	189902530	PROK_LIV_1_189901880_189902530
chr1	189902760	189903190	PROK_LIV_1_189902760_189903190
chr1	189909210	189909590	PROK_LIV_1_189909210_189909590
