chr	start	end	ID
chr1	55017930	55018170	PROK_LIV_1_55017930_55018170
chr1	55037990	55038350	PROK_LIV_1_55037990_55038350
chr1	55066160	55066410	PROK_LIV_1_55066160_55066410
chr1	55092140	55092350	PROK_LIV_1_55092140_55092350
chr1	55096610	55096930	PROK_LIV_1_55096610_55096930
chr1	55517970	55518120	PROK_LIV_1_55517970_55518120
chr1	56821360	56821850	PROK_LIV_1_56821360_56821850
chr1	58117440	58118050	PROK_LIV_1_58117440_58118050
chr1	58131500	58132130	PROK_LIV_1_58131500_58132130
chr1	58462320	58462820	PROK_LIV_1_58462320_58462820
chr1	58462840	58463040	PROK_LIV_1_58462840_58463040
chr1	58612310	58612620	PROK_LIV_1_58612310_58612620
chr1	58624420	58624890	PROK_LIV_1_58624420_58624890
chr1	58753100	58753490	PROK_LIV_1_58753100_58753490
chr1	58759310	58759650	PROK_LIV_1_58759310_58759650
chr1	58836590	58836920	PROK_LIV_1_58836590_58836920
chr1	58845940	58846160	PROK_LIV_1_58845940_58846160
chr1	58884890	58885230	PROK_LIV_1_58884890_58885230
chr1	59424650	59425310	PROK_LIV_1_59424650_59425310
chr1	59427020	59427540	PROK_LIV_1_59427020_59427540
chr1	59427610	59428020	PROK_LIV_1_59427610_59428020
chr1	59428040	59428300	PROK_LIV_1_59428040_59428300
chr1	59428320	59428930	PROK_LIV_1_59428320_59428930
chr1	59521470	59521630	PROK_LIV_1_59521470_59521630
chr1	59723850	59724260	PROK_LIV_1_59723850_59724260
chr1	60219720	60219890	PROK_LIV_1_60219720_60219890
chr1	60586860	60587090	PROK_LIV_1_60586860_60587090
chr1	60604190	60604820	PROK_LIV_1_60604190_60604820
chr1	60701240	60701470	PROK_LIV_1_60701240_60701470
chr1	60743460	60743630	PROK_LIV_1_60743460_60743630
chr1	60940410	60940560	PROK_LIV_1_60940410_60940560
chr1	62848710	62849130	PROK_LIV_1_62848710_62849130
chr1	63153360	63153610	PROK_LIV_1_63153360_63153610
chr1	63216130	63216380	PROK_LIV_1_63216130_63216380
chr1	63403660	63404160	PROK_LIV_1_63403660_63404160
chr1	64678300	64678530	PROK_LIV_1_64678300_64678530
chr1	64729690	64729870	PROK_LIV_1_64729690_64729870
chr1	65225410	65225960	PROK_LIV_1_65225410_65225960
chr1	65791480	65791880	PROK_LIV_1_65791480_65791880
chr1	66090930	66091400	PROK_LIV_1_66090930_66091400
chr1	66901610	66902190	PROK_LIV_1_66901610_66902190
chr1	67141230	67141680	PROK_LIV_1_67141230_67141680
chr1	67153180	67153370	PROK_LIV_1_67153180_67153370
chr1	67795290	67795600	PROK_LIV_1_67795290_67795600
chr1	68626110	68626320	PROK_LIV_1_68626110_68626320
chr1	71635880	71636160	PROK_LIV_1_71635880_71636160
chr1	71928830	71929100	PROK_LIV_1_71928830_71929100
chr1	72265650	72265970	PROK_LIV_1_72265650_72265970
chr1	72276380	72276560	PROK_LIV_1_72276380_72276560
chr1	72283220	72283610	PROK_LIV_1_72283220_72283610
chr1	72283630	72283950	PROK_LIV_1_72283630_72283950
chr1	72294430	72294710	PROK_LIV_1_72294430_72294710
chr1	72313260	72313650	PROK_LIV_1_72313260_72313650
chr1	72321160	72321460	PROK_LIV_1_72321160_72321460
chr1	72322460	72322860	PROK_LIV_1_72322460_72322860
chr1	72322910	72323270	PROK_LIV_1_72322910_72323270
chr1	72327620	72328040	PROK_LIV_1_72327620_72328040
chr1	72328060	72328330	PROK_LIV_1_72328060_72328330
chr1	72333060	72333400	PROK_LIV_1_72333060_72333400
chr1	72334460	72334730	PROK_LIV_1_72334460_72334730
chr1	72864650	72864930	PROK_LIV_1_72864650_72864930
chr1	72865660	72866230	PROK_LIV_1_72865660_72866230
chr1	72876420	72876680	PROK_LIV_1_72876420_72876680
chr1	72881650	72882310	PROK_LIV_1_72881650_72882310
chr1	72882330	72882730	PROK_LIV_1_72882330_72882730
chr1	72885130	72885400	PROK_LIV_1_72885130_72885400
chr1	72910250	72910500	PROK_LIV_1_72910250_72910500
chr1	73236800	73237080	PROK_LIV_1_73236800_73237080
chr1	73975770	73976110	PROK_LIV_1_73975770_73976110
chr1	74323290	74323680	PROK_LIV_1_74323290_74323680
chr1	74346140	74346310	PROK_LIV_1_74346140_74346310
chr1	74371390	74371910	PROK_LIV_1_74371390_74371910
chr1	74640430	74640730	PROK_LIV_1_74640430_74640730
chr1	74988810	74989420	PROK_LIV_1_74988810_74989420
chr1	74990300	74990700	PROK_LIV_1_74990300_74990700
chr1	75119210	75119570	PROK_LIV_1_75119210_75119570
chr1	75195550	75195760	PROK_LIV_1_75195550_75195760
chr1	75412350	75412720	PROK_LIV_1_75412350_75412720
chr1	78513960	78514740	PROK_LIV_1_78513960_78514740
chr1	78635250	78635690	PROK_LIV_1_78635250_78635690
chr1	78635710	78635910	PROK_LIV_1_78635710_78635910
chr1	79900760	79901090	PROK_LIV_1_79900760_79901090
chr1	82267380	82267690	PROK_LIV_1_82267380_82267690
chr1	82816930	82817290	PROK_LIV_1_82816930_82817290
chr1	84250670	84251140	PROK_LIV_1_84250670_84251140
chr1	84262190	84262560	PROK_LIV_1_84262190_84262560
chr1	85423910	85424260	PROK_LIV_1_85423910_85424260
chr1	85589130	85589420	PROK_LIV_1_85589130_85589420
chr1	85631350	85631790	PROK_LIV_1_85631350_85631790
chr1	85940140	85940420	PROK_LIV_1_85940140_85940420
chr1	85967560	85967780	PROK_LIV_1_85967560_85967780
chr1	86041390	86041660	PROK_LIV_1_86041390_86041660
chr1	86286230	86286950	PROK_LIV_1_86286230_86286950
chr1	86287290	86287460	PROK_LIV_1_86287290_86287460
chr1	86455480	86455840	PROK_LIV_1_86455480_86455840
chr1	86515000	86515390	PROK_LIV_1_86515000_86515390
chr1	87004420	87005140	PROK_LIV_1_87004420_87005140
chr1	87061890	87062190	PROK_LIV_1_87061890_87062190
chr1	87683910	87684110	PROK_LIV_1_87683910_87684110
chr1	87706880	87707280	PROK_LIV_1_87706880_87707280
chr1	87707300	87707740	PROK_LIV_1_87707300_87707740
chr1	88203410	88204000	PROK_LIV_1_88203410_88204000
chr1	90530920	90531330	PROK_LIV_1_90530920_90531330
chr1	90981020	90981310	PROK_LIV_1_90981020_90981310
chr1	90992550	90992770	PROK_LIV_1_90992550_90992770
chr1	91177840	91178170	PROK_LIV_1_91177840_91178170
chr1	91326370	91326920	PROK_LIV_1_91326370_91326920
chr1	91339940	91340270	PROK_LIV_1_91339940_91340270
chr1	91340610	91340790	PROK_LIV_1_91340610_91340790
chr1	91386880	91387260	PROK_LIV_1_91386880_91387260
chr1	93233490	93233830	PROK_LIV_1_93233490_93233830
chr1	93438120	93438500	PROK_LIV_1_93438120_93438500
chr1	94699730	94700170	PROK_LIV_1_94699730_94700170
chr1	97589590	97590050	PROK_LIV_1_97589590_97590050
chr1	97695290	97695550	PROK_LIV_1_97695290_97695550
chr1	97706310	97706520	PROK_LIV_1_97706310_97706520
chr1	98770420	98770780	PROK_LIV_1_98770420_98770780
chr1	105538450	105538660	PROK_LIV_1_105538450_105538660
chr1	105835990	105836270	PROK_LIV_1_105835990_105836270
chr1	105921340	105921560	PROK_LIV_1_105921340_105921560
chr1	106687830	106687970	PROK_LIV_1_106687830_106687970
chr1	109760740	109761020	PROK_LIV_1_109760740_109761020
chr1	112145870	112146150	PROK_LIV_1_112145870_112146150
chr1	114664910	114665520	PROK_LIV_1_114664910_114665520
chr1	118316890	118317320	PROK_LIV_1_118316890_118317320
chr1	118386380	118386770	PROK_LIV_1_118386380_118386770
chr1	119840680	119841140	PROK_LIV_1_119840680_119841140
chr1	120001360	120001700	PROK_LIV_1_120001360_120001700
chr1	120047760	120048330	PROK_LIV_1_120047760_120048330
chr1	120048350	120048610	PROK_LIV_1_120048350_120048610
chr1	120048630	120049110	PROK_LIV_1_120048630_120049110
chr1	120502580	120502850	PROK_LIV_1_120502580_120502850
chr1	121253850	121254250	PROK_LIV_1_121253850_121254250
chr1	121255160	121255630	PROK_LIV_1_121255160_121255630
chr1	121257130	121257530	PROK_LIV_1_121257130_121257530
chr1	121258240	121258790	PROK_LIV_1_121258240_121258790
chr1	121259760	121260780	PROK_LIV_1_121259760_121260780
chr1	125363110	125363740	PROK_LIV_1_125363110_125363740
chr1	127649960	127650280	PROK_LIV_1_127649960_127650280
chr1	127657350	127657700	PROK_LIV_1_127657350_127657700
chr1	127658730	127659200	PROK_LIV_1_127658730_127659200
chr1	127702270	127702810	PROK_LIV_1_127702270_127702810
chr1	127796590	127797210	PROK_LIV_1_127796590_127797210
chr1	128030680	128031190	PROK_LIV_1_128030680_128031190
chr1	128171440	128171620	PROK_LIV_1_128171440_128171620
chr1	128344750	128344960	PROK_LIV_1_128344750_128344960
chr1	128448080	128448200	PROK_LIV_1_128448080_128448200
chr1	130644300	130644540	PROK_LIV_1_130644300_130644540
chr1	130768360	130769210	PROK_LIV_1_130768360_130769210
chr1	131025180	131025410	PROK_LIV_1_131025180_131025410
chr1	131025430	131025800	PROK_LIV_1_131025430_131025800
chr1	131080640	131081070	PROK_LIV_1_131080640_131081070
chr1	131172750	131173130	PROK_LIV_1_131172750_131173130
chr1	131890270	131890820	PROK_LIV_1_131890270_131890820
chr1	131890840	131891060	PROK_LIV_1_131890840_131891060
chr1	131921220	131921630	PROK_LIV_1_131921220_131921630
chr1	132061520	132061770	PROK_LIV_1_132061520_132061770
chr1	132067310	132067700	PROK_LIV_1_132067310_132067700
chr1	132243580	132243950	PROK_LIV_1_132243580_132243950
chr1	132429060	132429300	PROK_LIV_1_132429060_132429300
chr1	133173750	133173910	PROK_LIV_1_133173750_133173910
chr1	133181960	133182230	PROK_LIV_1_133181960_133182230
chr1	133182910	133183460	PROK_LIV_1_133182910_133183460
chr1	133192880	133193060	PROK_LIV_1_133192880_133193060
chr1	133217180	133217690	PROK_LIV_1_133217180_133217690
chr1	133256690	133257210	PROK_LIV_1_133256690_133257210
chr1	133288730	133289090	PROK_LIV_1_133288730_133289090
chr1	133350420	133350580	PROK_LIV_1_133350420_133350580
chr1	133352030	133352450	PROK_LIV_1_133352030_133352450
chr1	133879420	133879820	PROK_LIV_1_133879420_133879820
chr1	133999520	133999850	PROK_LIV_1_133999520_133999850
chr1	134006770	134007320	PROK_LIV_1_134006770_134007320
chr1	134148820	134149220	PROK_LIV_1_134148820_134149220
chr1	134285230	134285520	PROK_LIV_1_134285230_134285520
chr1	134288870	134289330	PROK_LIV_1_134288870_134289330
chr1	134487650	134488070	PROK_LIV_1_134487650_134488070
chr1	135628020	135628400	PROK_LIV_1_135628020_135628400
chr1	135746370	135746780	PROK_LIV_1_135746370_135746780
chr1	136465820	136466030	PROK_LIV_1_136465820_136466030
chr1	136487830	136488210	PROK_LIV_1_136487830_136488210
chr1	136553600	136554060	PROK_LIV_1_136553600_136554060
chr1	136822530	136822770	PROK_LIV_1_136822530_136822770
chr1	136837780	136838330	PROK_LIV_1_136837780_136838330
chr1	136874380	136874940	PROK_LIV_1_136874380_136874940
chr1	136887780	136888120	PROK_LIV_1_136887780_136888120
chr1	138438200	138438620	PROK_LIV_1_138438200_138438620
chr1	139784600	139785050	PROK_LIV_1_139784600_139785050
chr1	140099350	140099920	PROK_LIV_1_140099350_140099920
chr1	140103110	140103410	PROK_LIV_1_140103110_140103410
chr1	140108510	140108890	PROK_LIV_1_140108510_140108890
chr1	140110740	140110900	PROK_LIV_1_140110740_140110900
chr1	143498450	143498810	PROK_LIV_1_143498450_143498810
chr1	143615040	143615470	PROK_LIV_1_143615040_143615470
chr1	147470850	147471220	PROK_LIV_1_147470850_147471220
chr1	149391430	149391810	PROK_LIV_1_149391430_149391810
chr1	150140530	150141080	PROK_LIV_1_150140530_150141080
chr1	151007940	151008380	PROK_LIV_1_151007940_151008380
chr1	151220650	151220850	PROK_LIV_1_151220650_151220850
chr1	151220870	151221490	PROK_LIV_1_151220870_151221490
chr1	152262270	152262680	PROK_LIV_1_152262270_152262680
chr1	152643810	152643990	PROK_LIV_1_152643810_152643990
chr1	152644010	152644220	PROK_LIV_1_152644010_152644220
chr1	153357470	153357770	PROK_LIV_1_153357470_153357770
chr1	155917540	155918180	PROK_LIV_1_155917540_155918180
chr1	155918810	155919060	PROK_LIV_1_155918810_155919060
chr1	156076930	156077140	PROK_LIV_1_156076930_156077140
chr1	156351320	156351690	PROK_LIV_1_156351320_156351690
chr1	156571010	156571250	PROK_LIV_1_156571010_156571250
chr1	157082140	157082340	PROK_LIV_1_157082140_157082340
chr1	157355430	157355750	PROK_LIV_1_157355430_157355750
chr1	157382660	157382890	PROK_LIV_1_157382660_157382890
chr1	158667180	158667560	PROK_LIV_1_158667180_158667560
chr1	159874430	159874880	PROK_LIV_1_159874430_159874880
chr1	160022480	160022860	PROK_LIV_1_160022480_160022860
chr1	160864020	160864250	PROK_LIV_1_160864020_160864250
chr1	160924480	160925190	PROK_LIV_1_160924480_160925190
chr1	161072550	161072770	PROK_LIV_1_161072550_161072770
chr1	161075210	161075610	PROK_LIV_1_161075210_161075610
chr1	161077120	161077330	PROK_LIV_1_161077120_161077330
chr1	161553490	161554080	PROK_LIV_1_161553490_161554080
chr1	162641460	162641690	PROK_LIV_1_162641460_162641690
chr1	162667710	162668310	PROK_LIV_1_162667710_162668310
chr1	162685290	162685750	PROK_LIV_1_162685290_162685750
chr1	162686090	162686600	PROK_LIV_1_162686090_162686600
chr1	162689550	162689850	PROK_LIV_1_162689550_162689850
chr1	162691190	162691490	PROK_LIV_1_162691190_162691490
chr1	162691660	162692200	PROK_LIV_1_162691660_162692200
chr1	162692970	162693340	PROK_LIV_1_162692970_162693340
chr1	162709010	162709230	PROK_LIV_1_162709010_162709230
chr1	162719590	162720210	PROK_LIV_1_162719590_162720210
chr1	162723580	162723850	PROK_LIV_1_162723580_162723850
chr1	162725230	162725800	PROK_LIV_1_162725230_162725800
chr1	163757710	163757970	PROK_LIV_1_163757710_163757970
chr1	163978230	163978620	PROK_LIV_1_163978230_163978620
chr1	163980400	163981000	PROK_LIV_1_163980400_163981000
chr1	163986120	163986610	PROK_LIV_1_163986120_163986610
chr1	163986630	163986900	PROK_LIV_1_163986630_163986900
chr1	163990160	163991090	PROK_LIV_1_163990160_163991090
chr1	164078010	164078380	PROK_LIV_1_164078010_164078380
chr1	164078900	164079330	PROK_LIV_1_164078900_164079330
chr1	164079880	164080560	PROK_LIV_1_164079880_164080560
chr1	164082440	164082940	PROK_LIV_1_164082440_164082940
chr1	164134600	164134910	PROK_LIV_1_164134600_164134910
chr1	164282240	164282780	PROK_LIV_1_164282240_164282780
chr1	165176210	165176710	PROK_LIV_1_165176210_165176710
chr1	165248970	165249440	PROK_LIV_1_165248970_165249440
chr1	165272340	165272600	PROK_LIV_1_165272340_165272600
chr1	165289360	165289740	PROK_LIV_1_165289360_165289740
chr1	165297390	165297650	PROK_LIV_1_165297390_165297650
chr1	165312140	165312710	PROK_LIV_1_165312140_165312710
chr1	165591460	165591660	PROK_LIV_1_165591460_165591660
chr1	165591680	165592200	PROK_LIV_1_165591680_165592200
chr1	165592710	165593160	PROK_LIV_1_165592710_165593160
chr1	165593810	165594540	PROK_LIV_1_165593810_165594540
chr1	165596550	165596710	PROK_LIV_1_165596550_165596710
chr1	165596730	165597140	PROK_LIV_1_165596730_165597140
chr1	165597850	165598150	PROK_LIV_1_165597850_165598150
chr1	166259360	166259740	PROK_LIV_1_166259360_166259740
chr1	167112490	167112940	PROK_LIV_1_167112490_167112940
chr1	169575130	169575430	PROK_LIV_1_169575130_169575430
chr1	169989440	169989680	PROK_LIV_1_169989440_169989680
chr1	170696100	170696340	PROK_LIV_1_170696100_170696340
chr1	170712980	170713320	PROK_LIV_1_170712980_170713320
chr1	170892820	170893180	PROK_LIV_1_170892820_170893180
chr1	171172840	171173050	PROK_LIV_1_171172840_171173050
chr1	171239760	171240090	PROK_LIV_1_171239760_171240090
chr1	171269990	171270310	PROK_LIV_1_171269990_171270310
chr1	171330350	171330540	PROK_LIV_1_171330350_171330540
chr1	171397830	171398140	PROK_LIV_1_171397830_171398140
chr1	171954450	171954630	PROK_LIV_1_171954450_171954630
chr1	171954650	171954940	PROK_LIV_1_171954650_171954940
chr1	171954960	171955570	PROK_LIV_1_171954960_171955570
chr1	172032780	172033080	PROK_LIV_1_172032780_172033080
chr1	172460310	172460360	PROK_LIV_1_172460310_172460360
chr1	172460380	172460890	PROK_LIV_1_172460380_172460890
chr1	172565550	172565970	PROK_LIV_1_172565550_172565970
chr1	172613480	172613890	PROK_LIV_1_172613480_172613890
chr1	172706380	172706500	PROK_LIV_1_172706380_172706500
chr1	172721460	172722080	PROK_LIV_1_172721460_172722080
chr1	174749170	174749700	PROK_LIV_1_174749170_174749700
chr1	175429650	175430170	PROK_LIV_1_175429650_175430170
chr1	175434840	175435150	PROK_LIV_1_175434840_175435150
chr1	175435170	175435430	PROK_LIV_1_175435170_175435430
chr1	175435450	175435810	PROK_LIV_1_175435450_175435810
chr1	175452820	175452990	PROK_LIV_1_175452820_175452990
chr1	175520110	175520560	PROK_LIV_1_175520110_175520560
chr1	176641140	176641320	PROK_LIV_1_176641140_176641320
chr1	177269720	177270000	PROK_LIV_1_177269720_177270000
chr1	178015800	178015990	PROK_LIV_1_178015800_178015990
chr1	178127290	178127810	PROK_LIV_1_178127290_178127810
chr1	178142450	178143010	PROK_LIV_1_178142450_178143010
chr1	178163480	178163780	PROK_LIV_1_178163480_178163780
chr1	178164960	178165130	PROK_LIV_1_178164960_178165130
chr1	179219280	179219410	PROK_LIV_1_179219280_179219410
chr1	179616490	179616800	PROK_LIV_1_179616490_179616800
chr1	179633320	179633650	PROK_LIV_1_179633320_179633650
chr1	180018600	180019020	PROK_LIV_1_180018600_180019020
chr1	180630530	180630710	PROK_LIV_1_180630530_180630710
chr1	180637520	180637760	PROK_LIV_1_180637520_180637760
chr1	180803760	180804040	PROK_LIV_1_180803760_180804040
chr1	180827840	180828340	PROK_LIV_1_180827840_180828340
chr1	180833210	180833860	PROK_LIV_1_180833210_180833860
chr1	180837190	180837880	PROK_LIV_1_180837190_180837880
chr1	180862900	180863270	PROK_LIV_1_180862900_180863270
chr1	180863290	180863800	PROK_LIV_1_180863290_180863800
chr1	180863820	180864070	PROK_LIV_1_180863820_180864070
chr1	181037940	181038430	PROK_LIV_1_181037940_181038430
chr1	181083790	181084030	PROK_LIV_1_181083790_181084030
chr1	181084050	181084250	PROK_LIV_1_181084050_181084250
chr1	181085760	181086190	PROK_LIV_1_181085760_181086190
chr1	181952500	181952660	PROK_LIV_1_181952500_181952660
chr1	182169030	182169410	PROK_LIV_1_182169030_182169410
chr1	182214090	182214460	PROK_LIV_1_182214090_182214460
chr1	182787460	182787700	PROK_LIV_1_182787460_182787700
chr1	182787720	182788170	PROK_LIV_1_182787720_182788170
chr1	183078720	183079010	PROK_LIV_1_183078720_183079010
chr1	183126040	183126560	PROK_LIV_1_183126040_183126560
chr1	183127150	183127650	PROK_LIV_1_183127150_183127650
chr1	183149010	183149500	PROK_LIV_1_183149010_183149500
chr1	183149520	183149740	PROK_LIV_1_183149520_183149740
chr1	183149760	183150140	PROK_LIV_1_183149760_183150140
chr1	183150310	183150730	PROK_LIV_1_183150310_183150730
chr1	184465100	184465290	PROK_LIV_1_184465100_184465290
chr1	184514350	184514710	PROK_LIV_1_184514350_184514710
chr1	184539300	184539760	PROK_LIV_1_184539300_184539760
chr1	184539780	184540190	PROK_LIV_1_184539780_184540190
chr1	184540210	184540410	PROK_LIV_1_184540210_184540410
chr1	184540500	184540870	PROK_LIV_1_184540500_184540870
chr1	184554870	184555150	PROK_LIV_1_184554870_184555150
chr1	184577910	184578310	PROK_LIV_1_184577910_184578310
chr1	184604180	184604690	PROK_LIV_1_184604180_184604690
chr1	184606430	184606890	PROK_LIV_1_184606430_184606890
chr1	184613120	184613320	PROK_LIV_1_184613120_184613320
chr1	184613340	184613730	PROK_LIV_1_184613340_184613730
chr1	184613750	184614010	PROK_LIV_1_184613750_184614010
chr1	184614030	184614490	PROK_LIV_1_184614030_184614490
chr1	184614510	184614810	PROK_LIV_1_184614510_184614810
chr1	184614830	184615060	PROK_LIV_1_184614830_184615060
chr1	185064070	185064490	PROK_LIV_1_185064070_185064490
chr1	185095460	185095790	PROK_LIV_1_185095460_185095790
chr1	185131950	185132360	PROK_LIV_1_185131950_185132360
chr1	185158780	185159120	PROK_LIV_1_185158780_185159120
chr1	186481380	186481750	PROK_LIV_1_186481380_186481750
chr1	189838880	189839220	PROK_LIV_1_189838880_189839220
chr1	189857600	189857980	PROK_LIV_1_189857600_189857980
chr1	189900210	189900600	PROK_LIV_1_189900210_189900600
chr1	190915310	190915630	PROK_LIV_1_190915310_190915630
chr1	191126320	191126650	PROK_LIV_1_191126320_191126650
chr1	191127630	191128050	PROK_LIV_1_191127630_191128050
chr1	191128270	191128620	PROK_LIV_1_191128270_191128620
chr1	191456890	191457210	PROK_LIV_1_191456890_191457210
chr1	191681190	191681490	PROK_LIV_1_191681190_191681490
chr1	191776730	191777110	PROK_LIV_1_191776730_191777110
chr1	192835150	192835570	PROK_LIV_1_192835150_192835570
chr1	192838370	192838630	PROK_LIV_1_192838370_192838630
chr1	192924570	192925030	PROK_LIV_1_192924570_192925030
chr1	192954980	192955870	PROK_LIV_1_192954980_192955870
chr1	194696620	194696930	PROK_LIV_1_194696620_194696930
chr10	4338550	4338920	PROK_LIV_10_4338550_4338920
chr10	4382180	4382730	PROK_LIV_10_4382180_4382730
chr10	4567840	4568140	PROK_LIV_10_4567840_4568140
chr10	5773750	5774200	PROK_LIV_10_5773750_5774200
chr10	5877860	5878220	PROK_LIV_10_5877860_5878220
chr10	7556360	7556790	PROK_LIV_10_7556360_7556790
chr10	7601490	7601840	PROK_LIV_10_7601490_7601840
chr10	7668440	7668800	PROK_LIV_10_7668440_7668800
chr10	8424860	8425080	PROK_LIV_10_8424860_8425080
chr10	8634850	8635240	PROK_LIV_10_8634850_8635240
chr10	8749240	8749770	PROK_LIV_10_8749240_8749770
chr10	8749790	8750070	PROK_LIV_10_8749790_8750070
chr10	9776820	9777140	PROK_LIV_10_9776820_9777140
chr10	11024820	11025320	PROK_LIV_10_11024820_11025320
chr10	13428660	13429110	PROK_LIV_10_13428660_13429110
chr10	18242600	18243040	PROK_LIV_10_18242600_18243040
chr10	19673770	19674080	PROK_LIV_10_19673770_19674080
chr10	19810550	19810780	PROK_LIV_10_19810550_19810780
chr10	19811060	19811440	PROK_LIV_10_19811060_19811440
chr10	19812360	19812720	PROK_LIV_10_19812360_19812720
chr10	19812740	19814060	PROK_LIV_10_19812740_19814060
chr10	19815230	19815570	PROK_LIV_10_19815230_19815570
chr10	19899430	19899680	PROK_LIV_10_19899430_19899680
