userId	geneSymbol	geneName	entrezgene	gLink
Bbc3	Bbc3	BCL2 binding component 3	170770	https://www.ncbi.nlm.nih.gov/gene/?term=170770
Acp2	Acp2	acid phosphatase 2, lysosomal	11432	https://www.ncbi.nlm.nih.gov/gene/?term=11432
Nr1h3	Nr1h3	nuclear receptor subfamily 1, group H, member 3	22259	https://www.ncbi.nlm.nih.gov/gene/?term=22259
Stat6	Stat6	signal transducer and activator of transcription 6	20852	https://www.ncbi.nlm.nih.gov/gene/?term=20852
Metrn	Metrn	meteorin, glial cell differentiation regulator	70083	https://www.ncbi.nlm.nih.gov/gene/?term=70083
Daxx	Daxx	Fas death domain-associated protein	13163	https://www.ncbi.nlm.nih.gov/gene/?term=13163
Cd320	Cd320	CD320 antigen	54219	https://www.ncbi.nlm.nih.gov/gene/?term=54219
Ipo4	Ipo4	importin 4	75751	https://www.ncbi.nlm.nih.gov/gene/?term=75751
Tm9sf1	Tm9sf1	transmembrane 9 superfamily member 1	74140	https://www.ncbi.nlm.nih.gov/gene/?term=74140
Borcs8	Borcs8	BLOC-1 related complex subunit 8	72368	https://www.ncbi.nlm.nih.gov/gene/?term=72368
Dyrk1b	Dyrk1b	dual-specificity tyrosine-(Y)-phosphorylation regulated kinase 1b	13549	https://www.ncbi.nlm.nih.gov/gene/?term=13549
Snrpd1	Snrpd1	small nuclear ribonucleoprotein D1	20641	https://www.ncbi.nlm.nih.gov/gene/?term=20641
Rpl3l	Rpl3l	ribosomal protein L3-like	66211	https://www.ncbi.nlm.nih.gov/gene/?term=66211
Puf60	Puf60	poly-U binding splicing factor 60	67959	https://www.ncbi.nlm.nih.gov/gene/?term=67959
Pon1	Pon1	paraoxonase 1	18979	https://www.ncbi.nlm.nih.gov/gene/?term=18979
Pex6	Pex6	peroxisomal biogenesis factor 6	224824	https://www.ncbi.nlm.nih.gov/gene/?term=224824
Atg4d	Atg4d	autophagy related 4D, cysteine peptidase	235040	https://www.ncbi.nlm.nih.gov/gene/?term=235040
Tpra1	Tpra1	transmembrane protein, adipocyte asscociated 1	24100	https://www.ncbi.nlm.nih.gov/gene/?term=24100
Arrdc2	Arrdc2	arrestin domain containing 2	70807	https://www.ncbi.nlm.nih.gov/gene/?term=70807
Pnkp	Pnkp	polynucleotide kinase 3'- phosphatase	59047	https://www.ncbi.nlm.nih.gov/gene/?term=59047
Med25	Med25	mediator complex subunit 25	75613	https://www.ncbi.nlm.nih.gov/gene/?term=75613
Apoe	Apoe	apolipoprotein E	11816	https://www.ncbi.nlm.nih.gov/gene/?term=11816
Apoc2	Apoc2	apolipoprotein C-II	11813	https://www.ncbi.nlm.nih.gov/gene/?term=11813
Ap1m1	Ap1m1	adaptor-related protein complex AP-1, mu subunit 1	11767	https://www.ncbi.nlm.nih.gov/gene/?term=11767
Fam32a	Fam32a	family with sequence similarity 32, member A	67922	https://www.ncbi.nlm.nih.gov/gene/?term=67922
Stk11	Stk11	serine/threonine kinase 11	20869	https://www.ncbi.nlm.nih.gov/gene/?term=20869
Cdk12	Cdk12	cyclin-dependent kinase 12	69131	https://www.ncbi.nlm.nih.gov/gene/?term=69131
Mpnd	Mpnd	MPN domain containing	68047	https://www.ncbi.nlm.nih.gov/gene/?term=68047
Keap1	Keap1	kelch-like ECH-associated protein 1	50868	https://www.ncbi.nlm.nih.gov/gene/?term=50868
Btbd2	Btbd2	BTB (POZ) domain containing 2	208198	https://www.ncbi.nlm.nih.gov/gene/?term=208198
Nosip	Nosip	nitric oxide synthase interacting protein	66394	https://www.ncbi.nlm.nih.gov/gene/?term=66394
Pih1d1	Pih1d1	PIH1 domain containing 1	68845	https://www.ncbi.nlm.nih.gov/gene/?term=68845
Rps11	Rps11	ribosomal protein S11	27207	https://www.ncbi.nlm.nih.gov/gene/?term=27207
Ier3	Ier3	immediate early response 3	15937	https://www.ncbi.nlm.nih.gov/gene/?term=15937
Rnf215	Rnf215	ring finger protein 215	71673	https://www.ncbi.nlm.nih.gov/gene/?term=71673
Sec14l2	Sec14l2	SEC14-like lipid binding 2	67815	https://www.ncbi.nlm.nih.gov/gene/?term=67815
Crot	Crot	carnitine O-octanoyltransferase	74114	https://www.ncbi.nlm.nih.gov/gene/?term=74114
Taf6l	Taf6l	TATA-box binding protein associated factor 6 like	225895	https://www.ncbi.nlm.nih.gov/gene/?term=225895
Insig2	Insig2	insulin induced gene 2	72999	https://www.ncbi.nlm.nih.gov/gene/?term=72999
Gcdh	Gcdh	glutaryl-Coenzyme A dehydrogenase	270076	https://www.ncbi.nlm.nih.gov/gene/?term=270076
Dnase2a	Dnase2a	deoxyribonuclease II alpha	13423	https://www.ncbi.nlm.nih.gov/gene/?term=13423
Syce2	Syce2	synaptonemal complex central element protein 2	71846	https://www.ncbi.nlm.nih.gov/gene/?term=71846
Nob1	Nob1	NIN1/RPN12 binding protein 1 homolog	67619	https://www.ncbi.nlm.nih.gov/gene/?term=67619
Stat5a	Stat5a	signal transducer and activator of transcription 5A	20850	https://www.ncbi.nlm.nih.gov/gene/?term=20850
Akt2	Akt2	thymoma viral proto-oncogene 2	11652	https://www.ncbi.nlm.nih.gov/gene/?term=11652
Map3k20	Map3k20	mitogen-activated protein kinase kinase kinase 20	65964	https://www.ncbi.nlm.nih.gov/gene/?term=65964
Trmt10a	Trmt10a	tRNA methyltransferase 10A	108943	https://www.ncbi.nlm.nih.gov/gene/?term=108943
Kifc2	Kifc2	kinesin family member C2	16581	https://www.ncbi.nlm.nih.gov/gene/?term=16581
Bid	Bid	BH3 interacting domain death agonist	12122	https://www.ncbi.nlm.nih.gov/gene/?term=12122
Ppp1cc	Ppp1cc	protein phosphatase 1 catalytic subunit gamma	19047	https://www.ncbi.nlm.nih.gov/gene/?term=19047
Zfp324	Zfp324	zinc finger protein 324	243834	https://www.ncbi.nlm.nih.gov/gene/?term=243834
Ndrg2	Ndrg2	N-myc downstream regulated gene 2	29811	https://www.ncbi.nlm.nih.gov/gene/?term=29811
Polr2e	Polr2e	polymerase (RNA) II (DNA directed) polypeptide E	66420	https://www.ncbi.nlm.nih.gov/gene/?term=66420
Mtfp1	Mtfp1	mitochondrial fission process 1	67900	https://www.ncbi.nlm.nih.gov/gene/?term=67900
Ulk2	Ulk2	unc-51 like kinase 2	29869	https://www.ncbi.nlm.nih.gov/gene/?term=29869
Plod3	Plod3	procollagen-lysine, 2-oxoglutarate 5-dioxygenase 3	26433	https://www.ncbi.nlm.nih.gov/gene/?term=26433
Pias4	Pias4	protein inhibitor of activated STAT 4	59004	https://www.ncbi.nlm.nih.gov/gene/?term=59004
Hnrnpa2b1	Hnrnpa2b1	heterogeneous nuclear ribonucleoprotein A2/B1	53379	https://www.ncbi.nlm.nih.gov/gene/?term=53379
Jkamp	Jkamp	JNK1/MAPK8-associated membrane protein	104771	https://www.ncbi.nlm.nih.gov/gene/?term=104771
Slc2a9	Slc2a9	solute carrier family 2 (facilitated glucose transporter), member 9	117591	https://www.ncbi.nlm.nih.gov/gene/?term=117591
Wdr83	Wdr83	WD repeat domain containing 83	67836	https://www.ncbi.nlm.nih.gov/gene/?term=67836
Prdx2	Prdx2	peroxiredoxin 2	21672	https://www.ncbi.nlm.nih.gov/gene/?term=21672
Polr2a	Polr2a	polymerase (RNA) II (DNA directed) polypeptide A	20020	https://www.ncbi.nlm.nih.gov/gene/?term=20020
Senp3	Senp3	SUMO/sentrin specific peptidase 3	80886	https://www.ncbi.nlm.nih.gov/gene/?term=80886
Txn2	Txn2	thioredoxin 2	56551	https://www.ncbi.nlm.nih.gov/gene/?term=56551
Fbxo11	Fbxo11	F-box protein 11	225055	https://www.ncbi.nlm.nih.gov/gene/?term=225055
Cic	Cic	capicua transcriptional repressor	71722	https://www.ncbi.nlm.nih.gov/gene/?term=71722
Kbtbd4	Kbtbd4	kelch repeat and BTB (POZ) domain containing 4	67136	https://www.ncbi.nlm.nih.gov/gene/?term=67136
Celf1	Celf1	CUGBP, Elav-like family member 1	13046	https://www.ncbi.nlm.nih.gov/gene/?term=13046
Ndufs3	Ndufs3	NADH:ubiquinone oxidoreductase core subunit S3	68349	https://www.ncbi.nlm.nih.gov/gene/?term=68349
Por	Por	P450 (cytochrome) oxidoreductase	18984	https://www.ncbi.nlm.nih.gov/gene/?term=18984
Trim28	Trim28	tripartite motif-containing 28	21849	https://www.ncbi.nlm.nih.gov/gene/?term=21849
Ube2m	Ube2m	ubiquitin-conjugating enzyme E2M	22192	https://www.ncbi.nlm.nih.gov/gene/?term=22192
Tomm40l	Tomm40l	translocase of outer mitochondrial membrane 40-like	641376	https://www.ncbi.nlm.nih.gov/gene/?term=641376
Nr1i3	Nr1i3	nuclear receptor subfamily 1, group I, member 3	12355	https://www.ncbi.nlm.nih.gov/gene/?term=12355
Apoa2	Apoa2	apolipoprotein A-II	11807	https://www.ncbi.nlm.nih.gov/gene/?term=11807
Sqor	Sqor	sulfide quinone oxidoreductase	59010	https://www.ncbi.nlm.nih.gov/gene/?term=59010
Gata6	Gata6	GATA binding protein 6	14465	https://www.ncbi.nlm.nih.gov/gene/?term=14465
Naa60	Naa60	N(alpha)-acetyltransferase 60, NatF catalytic subunit	74763	https://www.ncbi.nlm.nih.gov/gene/?term=74763
Fblim1	Fblim1	filamin binding LIM protein 1	74202	https://www.ncbi.nlm.nih.gov/gene/?term=74202
Pgrmc1	Pgrmc1	progesterone receptor membrane component 1	53328	https://www.ncbi.nlm.nih.gov/gene/?term=53328
Rnf114	Rnf114	ring finger protein 114	81018	https://www.ncbi.nlm.nih.gov/gene/?term=81018
Epha2	Epha2	Eph receptor A2	13836	https://www.ncbi.nlm.nih.gov/gene/?term=13836
Nsmf	Nsmf	NMDA receptor synaptonuclear signaling and neuronal migration factor	56876	https://www.ncbi.nlm.nih.gov/gene/?term=56876
Ptbp1	Ptbp1	polypyrimidine tract binding protein 1	19205	https://www.ncbi.nlm.nih.gov/gene/?term=19205
Itih3	Itih3	inter-alpha trypsin inhibitor, heavy chain 3	16426	https://www.ncbi.nlm.nih.gov/gene/?term=16426
Rundc3a	Rundc3a	RUN domain containing 3A	51799	https://www.ncbi.nlm.nih.gov/gene/?term=51799
Hfe	Hfe	hemochromatosis	15216	https://www.ncbi.nlm.nih.gov/gene/?term=15216
Slc5a6	Slc5a6	solute carrier family 5 (sodium-dependent vitamin transporter), member 6	330064	https://www.ncbi.nlm.nih.gov/gene/?term=330064
B4galnt1	B4galnt1	beta-1,4-N-acetyl-galactosaminyl transferase 1	14421	https://www.ncbi.nlm.nih.gov/gene/?term=14421
Ezh1	Ezh1	enhancer of zeste 1 polycomb repressive complex 2 subunit	14055	https://www.ncbi.nlm.nih.gov/gene/?term=14055
Hspa1l	Hspa1l	heat shock protein 1-like	15482	https://www.ncbi.nlm.nih.gov/gene/?term=15482
Lsm2	Lsm2	LSM2 homolog, U6 small nuclear RNA and mRNA degradation associated	27756	https://www.ncbi.nlm.nih.gov/gene/?term=27756
Mrpl49	Mrpl49	mitochondrial ribosomal protein L49	18120	https://www.ncbi.nlm.nih.gov/gene/?term=18120
Lrrc8a	Lrrc8a	leucine rich repeat containing 8A	241296	https://www.ncbi.nlm.nih.gov/gene/?term=241296
Rhoa	Rhoa	ras homolog family member A	11848	https://www.ncbi.nlm.nih.gov/gene/?term=11848
Aldh16a1	Aldh16a1	aldehyde dehydrogenase 16 family, member A1	69748	https://www.ncbi.nlm.nih.gov/gene/?term=69748
Prrg2	Prrg2	proline-rich Gla (G-carboxyglutamic acid) polypeptide 2	65116	https://www.ncbi.nlm.nih.gov/gene/?term=65116
Id3	Id3	inhibitor of DNA binding 3	15903	https://www.ncbi.nlm.nih.gov/gene/?term=15903
Fbxw9	Fbxw9	F-box and WD-40 domain protein 9	68628	https://www.ncbi.nlm.nih.gov/gene/?term=68628
Ubc	Ubc	ubiquitin C	22190	https://www.ncbi.nlm.nih.gov/gene/?term=22190
Sertad1	Sertad1	SERTA domain containing 1	55942	https://www.ncbi.nlm.nih.gov/gene/?term=55942
Mgst1	Mgst1	microsomal glutathione S-transferase 1	56615	https://www.ncbi.nlm.nih.gov/gene/?term=56615
Tppp2	Tppp2	tubulin polymerization-promoting protein family member 2	219038	https://www.ncbi.nlm.nih.gov/gene/?term=219038
Hdac5	Hdac5	histone deacetylase 5	15184	https://www.ncbi.nlm.nih.gov/gene/?term=15184
Derl3	Derl3	Der1-like domain family, member 3	70377	https://www.ncbi.nlm.nih.gov/gene/?term=70377
Rarres2	Rarres2	retinoic acid receptor responder (tazarotene induced) 2	71660	https://www.ncbi.nlm.nih.gov/gene/?term=71660
Slc16a12	Slc16a12	solute carrier family 16 (monocarboxylic acid transporters), member 12	240638	https://www.ncbi.nlm.nih.gov/gene/?term=240638
6330409D20Rik	6330409D20Rik	RIKEN cDNA 6330409D20 gene	70730	https://www.ncbi.nlm.nih.gov/gene/?term=70730
Cdk9	Cdk9	cyclin-dependent kinase 9 (CDC2-related kinase)	107951	https://www.ncbi.nlm.nih.gov/gene/?term=107951
Tor2a	Tor2a	torsin family 2, member A	30933	https://www.ncbi.nlm.nih.gov/gene/?term=30933
Fpgs	Fpgs	folylpolyglutamyl synthetase	14287	https://www.ncbi.nlm.nih.gov/gene/?term=14287
G0s2	G0s2	G0/G1 switch gene 2	14373	https://www.ncbi.nlm.nih.gov/gene/?term=14373
Pla2g12b	Pla2g12b	phospholipase A2, group XIIB	69836	https://www.ncbi.nlm.nih.gov/gene/?term=69836
Fxyd5	Fxyd5	FXYD domain-containing ion transport regulator 5	18301	https://www.ncbi.nlm.nih.gov/gene/?term=18301
Pou6f1	Pou6f1	POU domain, class 6, transcription factor 1	19009	https://www.ncbi.nlm.nih.gov/gene/?term=19009
Sdhb	Sdhb	succinate dehydrogenase complex, subunit B, iron sulfur (Ip)	67680	https://www.ncbi.nlm.nih.gov/gene/?term=67680
Rps25	Rps25	ribosomal protein S25	75617	https://www.ncbi.nlm.nih.gov/gene/?term=75617
Zmynd10	Zmynd10	zinc finger, MYND domain containing 10	114602	https://www.ncbi.nlm.nih.gov/gene/?term=114602
Tmem115	Tmem115	transmembrane protein 115	56395	https://www.ncbi.nlm.nih.gov/gene/?term=56395
Hyal2	Hyal2	hyaluronoglucosaminidase 2	15587	https://www.ncbi.nlm.nih.gov/gene/?term=15587
Ifrd2	Ifrd2	interferon-related developmental regulator 2	15983	https://www.ncbi.nlm.nih.gov/gene/?term=15983
Hyal1	Hyal1	hyaluronoglucosaminidase 1	15586	https://www.ncbi.nlm.nih.gov/gene/?term=15586
Tusc2	Tusc2	tumor suppressor 2, mitochondrial calcium regulator	80385	https://www.ncbi.nlm.nih.gov/gene/?term=80385
Slc38a3	Slc38a3	solute carrier family 38, member 3	76257	https://www.ncbi.nlm.nih.gov/gene/?term=76257
Rassf1	Rassf1	Ras association (RalGDS/AF-6) domain family member 1	56289	https://www.ncbi.nlm.nih.gov/gene/?term=56289
Optc	Optc	opticin	269120	https://www.ncbi.nlm.nih.gov/gene/?term=269120
Apol7a	Apol7a	apolipoprotein L 7a	75761	https://www.ncbi.nlm.nih.gov/gene/?term=75761
Rbm25	Rbm25	RNA binding motif protein 25	67039	https://www.ncbi.nlm.nih.gov/gene/?term=67039
Acaa1b	Acaa1b	acetyl-Coenzyme A acyltransferase 1B	235674	https://www.ncbi.nlm.nih.gov/gene/?term=235674
Akt1s1	Akt1s1	AKT1 substrate 1 (proline-rich)	67605	https://www.ncbi.nlm.nih.gov/gene/?term=67605
Plin5	Plin5	perilipin 5	66968	https://www.ncbi.nlm.nih.gov/gene/?term=66968
Dhdh	Dhdh	dihydrodiol dehydrogenase (dimeric)	71755	https://www.ncbi.nlm.nih.gov/gene/?term=71755
Fuz	Fuz	fuzzy planar cell polarity protein	70300	https://www.ncbi.nlm.nih.gov/gene/?term=70300
Evi5	Evi5	ecotropic viral integration site 5	14020	https://www.ncbi.nlm.nih.gov/gene/?term=14020
4930579F01Rik	4930579F01Rik	RIKEN cDNA 4930579F01 gene	67741	https://www.ncbi.nlm.nih.gov/gene/?term=67741
Atraid	Atraid	all-trans retinoic acid induced differentiation factor	381629	https://www.ncbi.nlm.nih.gov/gene/?term=381629
Ehmt2	Ehmt2	euchromatic histone lysine N-methyltransferase 2	110147	https://www.ncbi.nlm.nih.gov/gene/?term=110147
Med16	Med16	mediator complex subunit 16	216154	https://www.ncbi.nlm.nih.gov/gene/?term=216154
Dnajc7	Dnajc7	DnaJ heat shock protein family (Hsp40) member C7	56354	https://www.ncbi.nlm.nih.gov/gene/?term=56354
Slc25a11	Slc25a11	solute carrier family 25 (mitochondrial carrier oxoglutarate carrier), member 11	67863	https://www.ncbi.nlm.nih.gov/gene/?term=67863
Hoxa2	Hoxa2	homeobox A2	15399	https://www.ncbi.nlm.nih.gov/gene/?term=15399
Pdcd2	Pdcd2	programmed cell death 2	18567	https://www.ncbi.nlm.nih.gov/gene/?term=18567
Yes1	Yes1	YES proto-oncogene 1, Src family tyrosine kinase	22612	https://www.ncbi.nlm.nih.gov/gene/?term=22612
Edf1	Edf1	endothelial differentiation-related factor 1	59022	https://www.ncbi.nlm.nih.gov/gene/?term=59022
Ube2i	Ube2i	ubiquitin-conjugating enzyme E2I	22196	https://www.ncbi.nlm.nih.gov/gene/?term=22196
Hnrnpl	Hnrnpl	heterogeneous nuclear ribonucleoprotein L	15388	https://www.ncbi.nlm.nih.gov/gene/?term=15388
Gadd45b	Gadd45b	growth arrest and DNA-damage-inducible 45 beta	17873	https://www.ncbi.nlm.nih.gov/gene/?term=17873
Clpx	Clpx	caseinolytic mitochondrial matrix peptidase chaperone subunit	270166	https://www.ncbi.nlm.nih.gov/gene/?term=270166
Ager	Ager	advanced glycosylation end product-specific receptor	11596	https://www.ncbi.nlm.nih.gov/gene/?term=11596
Rnf5	Rnf5	ring finger protein 5	54197	https://www.ncbi.nlm.nih.gov/gene/?term=54197
Hivep2	Hivep2	human immunodeficiency virus type I enhancer binding protein 2	15273	https://www.ncbi.nlm.nih.gov/gene/?term=15273
Prune1	Prune1	prune exopolyphosphatase	229589	https://www.ncbi.nlm.nih.gov/gene/?term=229589
Capza2	Capza2	capping protein (actin filament) muscle Z-line, alpha 2	12343	https://www.ncbi.nlm.nih.gov/gene/?term=12343
Plekho1	Plekho1	pleckstrin homology domain containing, family O member 1	67220	https://www.ncbi.nlm.nih.gov/gene/?term=67220
Sqstm1	Sqstm1	sequestosome 1	18412	https://www.ncbi.nlm.nih.gov/gene/?term=18412
Rxra	Rxra	retinoid X receptor alpha	20181	https://www.ncbi.nlm.nih.gov/gene/?term=20181
Amdhd1	Amdhd1	amidohydrolase domain containing 1	71761	https://www.ncbi.nlm.nih.gov/gene/?term=71761
Bola1	Bola1	bolA-like 1 (E. coli)	69168	https://www.ncbi.nlm.nih.gov/gene/?term=69168
Hsd11b1	Hsd11b1	hydroxysteroid 11-beta dehydrogenase 1	15483	https://www.ncbi.nlm.nih.gov/gene/?term=15483
Lamp2	Lamp2	lysosomal-associated membrane protein 2	16784	https://www.ncbi.nlm.nih.gov/gene/?term=16784
H3f3b	H3f3b	H3 histone, family 3B	15081	https://www.ncbi.nlm.nih.gov/gene/?term=15081
Tmprss6	Tmprss6	transmembrane serine protease 6	71753	https://www.ncbi.nlm.nih.gov/gene/?term=71753
Sdc4	Sdc4	syndecan 4	20971	https://www.ncbi.nlm.nih.gov/gene/?term=20971
Nbr1	Nbr1	NBR1, autophagy cargo receptor	17966	https://www.ncbi.nlm.nih.gov/gene/?term=17966
Brca1	Brca1	breast cancer 1, early onset	12189	https://www.ncbi.nlm.nih.gov/gene/?term=12189
Traf4	Traf4	TNF receptor associated factor 4	22032	https://www.ncbi.nlm.nih.gov/gene/?term=22032
Nek8	Nek8	NIMA (never in mitosis gene a)-related expressed kinase 8	140859	https://www.ncbi.nlm.nih.gov/gene/?term=140859
Top2b	Top2b	topoisomerase (DNA) II beta	21974	https://www.ncbi.nlm.nih.gov/gene/?term=21974
Pltp	Pltp	phospholipid transfer protein	18830	https://www.ncbi.nlm.nih.gov/gene/?term=18830
Mlx	Mlx	MAX-like protein X	21428	https://www.ncbi.nlm.nih.gov/gene/?term=21428
Nkiras2	Nkiras2	NFKB inhibitor interacting Ras-like protein 2	71966	https://www.ncbi.nlm.nih.gov/gene/?term=71966
Hnf4a	Hnf4a	hepatic nuclear factor 4, alpha	15378	https://www.ncbi.nlm.nih.gov/gene/?term=15378
Cyb5r3	Cyb5r3	cytochrome b5 reductase 3	109754	https://www.ncbi.nlm.nih.gov/gene/?term=109754
Med1	Med1	mediator complex subunit 1	19014	https://www.ncbi.nlm.nih.gov/gene/?term=19014
Erbb3	Erbb3	erb-b2 receptor tyrosine kinase 3	13867	https://www.ncbi.nlm.nih.gov/gene/?term=13867
Spag7	Spag7	sperm associated antigen 7	216873	https://www.ncbi.nlm.nih.gov/gene/?term=216873
Pfn1	Pfn1	profilin 1	18643	https://www.ncbi.nlm.nih.gov/gene/?term=18643
Smurf2	Smurf2	SMAD specific E3 ubiquitin protein ligase 2	66313	https://www.ncbi.nlm.nih.gov/gene/?term=66313
Cep95	Cep95	centrosomal protein 95	320162	https://www.ncbi.nlm.nih.gov/gene/?term=320162
Shroom1	Shroom1	shroom family member 1	71774	https://www.ncbi.nlm.nih.gov/gene/?term=71774
Mtmr4	Mtmr4	myotubularin related protein 4	170749	https://www.ncbi.nlm.nih.gov/gene/?term=170749
Kdm6b	Kdm6b	KDM1 lysine (K)-specific demethylase 6B	216850	https://www.ncbi.nlm.nih.gov/gene/?term=216850
Cenpv	Cenpv	centromere protein V	73139	https://www.ncbi.nlm.nih.gov/gene/?term=73139
Pcgf2	Pcgf2	polycomb group ring finger 2	22658	https://www.ncbi.nlm.nih.gov/gene/?term=22658
Ctdnep1	Ctdnep1	CTD nuclear envelope phosphatase 1	67181	https://www.ncbi.nlm.nih.gov/gene/?term=67181
Elp5	Elp5	elongator acetyltransferase complex subunit 5	54351	https://www.ncbi.nlm.nih.gov/gene/?term=54351
Gabarap	Gabarap	gamma-aminobutyric acid receptor associated protein	56486	https://www.ncbi.nlm.nih.gov/gene/?term=56486
Phf23	Phf23	PHD finger protein 23	78246	https://www.ncbi.nlm.nih.gov/gene/?term=78246
Pnpo	Pnpo	pyridoxine 5'-phosphate oxidase	103711	https://www.ncbi.nlm.nih.gov/gene/?term=103711
Cdk5rap3	Cdk5rap3	CDK5 regulatory subunit associated protein 3	80280	https://www.ncbi.nlm.nih.gov/gene/?term=80280
Slc25a39	Slc25a39	solute carrier family 25, member 39	68066	https://www.ncbi.nlm.nih.gov/gene/?term=68066
Pex12	Pex12	peroxisomal biogenesis factor 12	103737	https://www.ncbi.nlm.nih.gov/gene/?term=103737
Slc25a35	Slc25a35	solute carrier family 25, member 35	71998	https://www.ncbi.nlm.nih.gov/gene/?term=71998
Zbtb4	Zbtb4	zinc finger and BTB domain containing 4	75580	https://www.ncbi.nlm.nih.gov/gene/?term=75580
Tnfsfm13	Tnfsfm13	tumor necrosis factor (ligand) superfamily, membrane-bound member 13	619441	https://www.ncbi.nlm.nih.gov/gene/?term=619441
Mpdu1	Mpdu1	mannose-P-dolichol utilization defect 1	24070	https://www.ncbi.nlm.nih.gov/gene/?term=24070
Fxr2	Fxr2	fragile X mental retardation, autosomal homolog 2	23879	https://www.ncbi.nlm.nih.gov/gene/?term=23879
Cd68	Cd68	CD68 antigen	12514	https://www.ncbi.nlm.nih.gov/gene/?term=12514
Slc35g3	Slc35g3	solute carrier family 35, member G3	56293	https://www.ncbi.nlm.nih.gov/gene/?term=56293
Avpi1	Avpi1	arginine vasopressin-induced 1	69534	https://www.ncbi.nlm.nih.gov/gene/?term=69534
Map2k3	Map2k3	mitogen-activated protein kinase kinase 3	26397	https://www.ncbi.nlm.nih.gov/gene/?term=26397
Fis1	Fis1	fission, mitochondrial 1	66437	https://www.ncbi.nlm.nih.gov/gene/?term=66437
Mfsd3	Mfsd3	major facilitator superfamily domain containing 3	69572	https://www.ncbi.nlm.nih.gov/gene/?term=69572
